SA_0.3,SA_1.0
0.20277469626974703,0.17007374105578377
0.9278335663522794,0.2437436839222709
0.331407115320659,0.07075066312295247
0.41150266401795654,0.3698716936403439
0.13445028164971576,0.15967001393457317
0.08905177794748134,0.03400575936697175
1.3454062888887062,0.18688884034060402
0.47849111287400925,0.205070366527154
0.664619822436065,0.10185651048154705
1.1396698475076903,0.13985406785155147
1.935808910262924,0.3245408673071559
0.06784428501727986,0.029300484997416734
1.041719812242149,0.09789363247064632
0.5056488919001613,0.10043974340812176
0.3282262061875361,0.1049186208135957
0.17747003165747866,0.04215471747685343
0.7149781532603935,0.13762609795152053
0.5031365272867617,0.14056411322381215
0.49059193104600146,0.0766768767285275
0.5771250918786144,0.12874043698887877
0.3558768087301064,0.39271677774974895
0.2504730633903644,0.032968316488873946
0.13559216864087423,0.048897757946307345
0.1596669517703233,0.1062632093793865
0.323221720994828,0.0977133236728227
0.1748560904276762,0.06328704286538744
0.23554038962355073,0.11020405260083474
0.33893105058789164,0.08148303481074116
0.19442256083702528,0.0804434782925674
0.5718076098199012,0.11277399118616588
0.14238441561933993,0.06386524772398969
0.6817232238147414,0.06906441704664794
0.22636273883223587,0.13849318019030193
0.3705185614191287,0.07617700309343511
1.039191827889233,0.34131419941109414
0.12585784935906622,0.05272752735141312
0.08883524416200923,0.01646315943463497
1.1644915410781729,0.5439063433431427
0.17603765289939557,0.07220941819793378
0.9952858035810065,0.4108818954396503
0.38750652307122263,0.0500191952028864
0.7784945814879953,0.17935813087553223
0.7212122738606991,0.5059938906765681
2.0945957018967047,0.792433725016512
0.292045069218778,0.21164785959899327
1.0406959216143605,0.18023544031395614
0.2614949454047575,0.1582192071549317
0.17898632059977734,0.09097152054086108
0.5867054184024583,0.1897298251772829
0.17286235678829365,0.05326717539072557
0.6559979371359336,0.20694568767014934
0.5817540561256611,0.21091139862767555
0.22559451111130424,0.06820399628887339
0.6906790736335893,0.44771757347097874
0.973772243277333,0.1524088134406407
0.3250540269148461,0.10390374050485095
1.5661947167038235,0.10065336607348845
0.5575540412884595,0.0629504048102237
0.6950376449649331,0.29414439122195857
0.22217004959779485,0.10418953685092949
0.06688717593497237,0.05278466675080478
0.24793226431959456,0.1588907298422549
0.21764315740063944,0.14271017657137622
0.5646527681661354,0.47477096869566676
0.18028104902952388,0.07642131071818287
0.20772187824024388,0.05456216957782817
0.3163185659332915,0.16095812312708907
1.2815093243927511,0.6125099174048823
0.575790185139152,0.22274524946436172
0.9239813312164045,0.43074760798394934
0.2448839369319199,0.030051955759520594
0.4675598898968581,0.16205156665976403
1.0048451004224443,0.3553266204224669
1.0073911888429303,0.3050102093199538
0.5327861771456516,0.20819423067741466
0.6905231281555746,0.2753411456558569
0.2525092507244379,0.043892116426178365
0.343441433299494,0.32470845066440857
0.19755100884174118,0.1665056784450184
0.11447339100494049,0.10940038130267181
0.1542249101413461,0.0865502748764547
0.2788659955263693,0.10295636314801435
0.877468021069,0.09752585668540677
0.20376640767357174,0.17646443288206737
0.367640153010032,0.0841957125705099
0.3975364197939925,0.06586330187289567
0.4984040480204164,0.31446566627052386
0.3567553706029517,0.05032853081299213
0.47180136626654784,0.5495422754818261
0.8804272923450667,0.20539902116133155
1.5107389262169157,1.6626172333557494
0.33480525444405335,0.10571769835157156
0.24802351153928195,0.16412865958064426
0.17316872136487207,0.05149488214221351
0.20342527288720602,0.12195161335809583
0.16814299089369755,0.05551760259748502
0.5177975305137662,0.32198697656459657
0.08707134988576594,0.054416388801305345
0.4683536303493738,0.14294485561308848
0.31818546812448517,0.09221487904140295
