Building_ID,Longitude,Latitude,PlanArea,NumberOfStories,YearBuilt,Quality,OccupancyClass,StructureType
911,28.9091,40.9869,3460.575537,2,1966,MODERATE,IND2,C1
912,28.9092,40.9869,2499.34761,2,1959,MODERATE,COM3,C1
913,28.9094,40.9869,3200.9285,2,1953,MODERATE,COM3,C1
914,28.9025,40.987,1598.182301,4,1952,MODERATE,RES3,C1
915,28.8991,40.987,2186.397691,5,1947,MODERATE,RES1,C1
916,28.9016,40.987,1590.335411,5,1954,MODERATE,COM3,C1
917,28.9011,40.987,1000.686268,5,1916,POOR,COM1,C1
918,28.9012,40.987,1208.47494,4,1955,MODERATE,COM1,C1
919,28.9014,40.987,1191.069697,4,1961,MODERATE,COM3,C1
920,28.9015,40.987,745.6806292,5,1972,MODERATE,RES3,C1
921,28.9009,40.987,1099.565698,4,1948,MODERATE,RES3,C1
922,28.901,40.987,993.7790671,4,1974,MODERATE,RES3,C1
923,28.9034,40.987,1187.420732,4,1901,POOR,RES3,C1
924,28.9001,40.987,852.0926434,7,1968,MODERATE,RES1,C1
925,28.9036,40.987,1137.530009,3,1933,POOR,RES3,C1
926,28.9038,40.987,978.6428569,6,1947,MODERATE,COM1,C1
927,28.9023,40.987,3048.037923,5,1972,MODERATE,RES3,C1
928,28.9027,40.987,1638.23481,2,1946,MODERATE,RES1,C1
929,28.9029,40.987,1157.249492,1,1934,POOR,RES1,C1
930,28.903,40.987,779.4384037,4,1906,POOR,RES1,C1
931,28.9031,40.987,856.6457774,5,1962,MODERATE,COM2,C1
932,28.9031,40.987,804.0651534,5,1959,MODERATE,COM2,C1
933,28.899,40.987,727.6779897,4,1952,MODERATE,COM1,C1
934,28.8994,40.987,991.0708674,5,1946,MODERATE,RES3,C1
935,28.9054,40.987,961.8037961,7,1904,POOR,COM2,C1
936,28.9039,40.987,1139.392165,6,1972,MODERATE,COM2,C1
937,28.9042,40.987,1195.816581,5,1943,MODERATE,COM2,C1
938,28.8978,40.987,950.4112738,4,1945,MODERATE,COM2,C1
939,28.8951,40.987,951.9828046,4,1919,POOR,RES3,C1
940,28.895,40.987,677.2113977,6,1926,POOR,COM3,C1
941,28.8953,40.987,1738.360701,4,1908,POOR,RES1,C1
942,28.8955,40.987,1152.836289,5,1957,MODERATE,COM2,C1
943,28.8957,40.987,1635.974389,6,1903,POOR,COM3,C1
944,28.9019,40.987,2117.454847,3,1918,POOR,COM1,C1
945,28.8974,40.987,2133.686824,7,1950,MODERATE,COM2,C1
946,28.8975,40.987,1713.980445,5,1957,MODERATE,COM2,C1
947,28.9034,40.987,1574.910728,5,1941,MODERATE,COM1,C1
948,28.898,40.987,1883.641194,6,1953,MODERATE,COM3,C1
949,28.8924,40.987,5544.027193,15,1997,GOOD,RES1,C1
950,28.8983,40.987,1193.050257,6,1943,MODERATE,COM3,C1
951,28.8984,40.987,1617.352825,6,1958,MODERATE,COM3,C1
952,28.8961,40.987,1624.004921,4,1961,MODERATE,COM3,C1
953,28.8961,40.987,1164.773465,7,1963,MODERATE,COM1,C1
954,28.8986,40.987,302.653163,1,1910,POOR,RES1,C1
955,28.9045,40.987,1206.806534,7,1951,MODERATE,COM2,C1
956,28.8943,40.987,2543.458113,6,1949,MODERATE,RES3,C1
957,28.8936,40.987,1640.419884,5,1962,MODERATE,COM1,C1
958,28.8938,40.987,1231.305193,6,1943,MODERATE,COM3,C1
959,28.8939,40.987,1322.260232,4,1946,MODERATE,RES1,C1
960,28.894,40.987,1488.681045,4,1960,MODERATE,COM1,C1
961,28.9075,40.987,1731.590202,3,1907,POOR,COM2,C1
962,28.9084,40.987,3889.87256,4,1973,MODERATE,IND1,C1
963,28.9008,40.987,1519.272077,6,1949,MODERATE,COM1,C1
964,28.9007,40.987,821.1840759,6,1949,MODERATE,COM1,C1
965,28.905,40.9871,5176.245916,3,1935,POOR,COM2,C1
966,28.9056,40.9871,959.7597296,7,1948,MODERATE,COM2,C1
967,28.9008,40.9871,1453.041739,6,1935,POOR,COM3,C1
968,28.9019,40.9871,968.7088444,5,1961,MODERATE,COM2,C1
969,28.9024,40.9871,993.7683032,2,1920,POOR,RES1,C1
970,28.9001,40.9871,1073.088632,6,1947,MODERATE,COM1,C1
971,28.9002,40.9871,723.4305508,5,1956,MODERATE,RES3,C1
972,28.8974,40.9871,1282.28307,7,1961,MODERATE,COM2,C1
973,28.9023,40.9871,1060.788712,4,1955,MODERATE,RES3,C1
974,28.9021,40.9871,2122.546177,5,1947,MODERATE,COM2,C1
975,28.8997,40.9871,2011.042833,4,1913,POOR,RES1,C1
976,28.8991,40.9871,3166.548572,5,1972,MODERATE,RES3,C1
977,28.8999,40.9871,2241.982522,6,1946,MODERATE,COM1,C1
978,28.8957,40.9871,794.5821487,6,1926,POOR,COM3,C1
979,28.8979,40.9871,1921.002726,6,1961,MODERATE,RES1,C1
980,28.8951,40.9871,961.3861564,4,1936,POOR,RES1,C1
981,28.8949,40.9871,782.9732717,6,1972,MODERATE,COM3,C1
982,28.9054,40.9871,5804.438468,6,1970,MODERATE,GOV1,C1
983,28.8955,40.9871,744.1822929,5,1970,MODERATE,COM1,C1
984,28.9031,40.9871,3181.714921,6,1971,MODERATE,COM1,C1
985,28.8968,40.9871,1198.486031,7,1970,MODERATE,COM2,C1
986,28.8969,40.9871,1373.722486,6,1946,MODERATE,COM1,C1
987,28.8969,40.9871,968.9069003,3,1920,POOR,COM1,C1
988,28.897,40.9871,1565.589182,5,1945,MODERATE,COM3,C1
989,28.8973,40.9871,1311.259516,7,1955,MODERATE,COM3,C1
990,28.8976,40.9871,1485.354997,6,1953,MODERATE,RES3,C1
991,28.8981,40.9871,2019.481739,6,1951,MODERATE,COM1,C1
992,28.8929,40.9871,2824.503804,5,2015,GOOD,RES3,C1
993,28.8961,40.9871,862.9523522,7,1948,MODERATE,COM2,C1
994,28.8987,40.9871,897.3086002,4,1943,MODERATE,RES1,C1
995,28.8988,40.9871,2809.617316,6,1949,MODERATE,IND3,C1
996,28.8994,40.9871,1081.094829,4,1935,POOR,RES1,C1
997,28.8946,40.9871,3539.2059,7,1949,MODERATE,COM3,C1
998,28.8936,40.9871,858.1107455,4,1948,MODERATE,RES1,C1
999,28.8935,40.9871,1214.470437,5,1966,MODERATE,COM3,C1
1000,28.8938,40.9871,838.0963312,5,1973,MODERATE,RES3,C1
