Building_ID,Longitude,Latitude,PlanArea,NumberOfStories,YearBuilt,Quality,OccupancyClass,StructureType
515,28.8942,40.9856,1049.046363,4,1943,MODERATE,RES3,C1
516,28.8943,40.9856,2046.240819,6,1964,MODERATE,COM1,C1
517,28.8948,40.9856,4381.912414,7,1946,MODERATE,COM3,C1
518,28.8941,40.9856,1521.715485,5,1970,MODERATE,COM2,C1
519,28.9076,40.9856,807.8626608,2,1962,MODERATE,GOV1,C1
520,28.8991,40.9857,1156.431435,5,1958,MODERATE,COM2,C1
521,28.8986,40.9857,1562.962788,7,1971,MODERATE,COM3,C1
522,28.8999,40.9857,825.3561674,5,1969,MODERATE,COM2,C1
523,28.9,40.9857,695.3518152,5,1953,MODERATE,COM3,C1
524,28.9015,40.9857,1349.514452,5,1933,POOR,RES3,C1
525,28.9002,40.9857,1095.539996,6,1945,MODERATE,COM3,C1
526,28.8989,40.9857,1476.969911,5,1958,MODERATE,COM2,C1
527,28.8989,40.9857,1512.544633,5,1922,POOR,COM1,C1
528,28.9017,40.9857,1083.258375,5,1973,MODERATE,COM2,C1
529,28.903,40.9857,215.6032701,1,1903,POOR ,RES3,C3
530,28.9032,40.9857,923.7770548,4,1960,MODERATE,RES1,C1
531,28.9007,40.9857,3611.474791,6,1967,MODERATE,COM1,C1
532,28.9012,40.9857,771.6926941,5,1943,MODERATE,RES1,C1
533,28.9011,40.9857,1423.613209,5,1920,POOR,COM2,C1
534,28.9021,40.9857,1975.209777,5,1902,POOR,COM2,C1
535,28.8961,40.9857,1033.28154,7,1947,MODERATE,COM2,C1
536,28.8962,40.9857,3298.191191,5,1974,MODERATE,COM1,C1
537,28.8967,40.9857,1084.011848,4,1932,POOR,RES1,C1
538,28.8965,40.9857,1762.923944,7,1951,MODERATE,COM3,C1
539,28.8971,40.9857,5067.282855,16,1973,MODERATE,RES1,C1
540,28.9015,40.9857,868.7013566,4,1955,MODERATE,RES1,C1
541,28.8953,40.9857,4158.679684,7,1954,MODERATE,COM1,C1
542,28.8955,40.9857,1120.587614,5,1904,POOR,COM1,C1
543,28.8945,40.9857,3089.016128,6,1965,MODERATE,COM1,C1
544,28.8947,40.9857,1362.571075,5,1956,MODERATE,COM1,C1
545,28.8956,40.9857,1866.526577,6,1925,POOR,COM2,C1
546,28.8937,40.9857,1080.018438,5,1956,MODERATE,COM3,C1
547,28.909,40.9857,10420.1753,4,1955,MODERATE,COM3,C1
548,28.908,40.9857,5771.13493,4,1950,MODERATE,IND1,C1
549,28.8993,40.9858,1014.607233,5,1974,MODERATE,RES1,C1
550,28.8987,40.9858,1121.857756,7,1942,MODERATE,COM1,C1
551,28.8987,40.9858,1778.746891,6,1968,MODERATE,COM1,C1
552,28.9023,40.9858,987.7179094,3,1942,MODERATE,COM1,C1
553,28.9019,40.9858,805.930539,5,1923,POOR,RES3,C1
554,28.9012,40.9858,636.8219782,5,1919,POOR,COM1,C1
555,28.9018,40.9858,745.3232673,3,1909,POOR,RES3,C1
556,28.9014,40.9858,1817.077175,5,1974,MODERATE,RES3,C1
557,28.9004,40.9858,1065.121186,4,1970,MODERATE,RES1,C1
558,28.9002,40.9858,1417.865281,7,1971,MODERATE,COM2,C1
559,28.9018,40.9858,908.6526849,3,1932,POOR,RES3,C1
560,28.9022,40.9858,1575.954827,5,1940,POOR,COM2,C1
561,28.8978,40.9858,4804.449701,15,1972,MODERATE,RES1,C1
562,28.8982,40.9858,5793.631502,15,1955,MODERATE,RES3,C1
563,28.8962,40.9858,1041.616036,6,1961,MODERATE,COM3,C1
564,28.8962,40.9858,735.6744984,4,1947,MODERATE,RES3,C1
565,28.8966,40.9858,4169.594289,6,1934,POOR,RES1,C1
566,28.8961,40.9858,1370.880814,5,1961,MODERATE,COM1,C1
567,28.9039,40.9858,4879.571029,6,1945,MODERATE,COM3,C1
568,28.9019,40.9858,371.6778123,3,1925,POOR,RES1,C1
569,28.8942,40.9858,2992.636078,5,1904,POOR,COM3,C1
570,28.8941,40.9858,3549.66842,5,1904,POOR,COM2,C1
571,28.8937,40.9858,2046.854362,5,1925,POOR,COM3,C1
572,28.8939,40.9858,1619.07505,6,1960,MODERATE,COM2,C1
573,28.895,40.9858,2908.709871,4,1974,MODERATE,COM2,C1
574,28.8947,40.9858,959.6273335,5,1972,MODERATE,COM3,C1
575,28.8956,40.9858,2533.296982,7,1905,POOR,RES1,C1
576,28.9072,40.9858,2569.571359,2,1952,MODERATE,GOV1,C1
577,28.9086,40.9858,6268.675142,3,1971,MODERATE,COM1,C1
578,28.9006,40.9859,1091.212904,4,1952,MODERATE,RES3,C1
579,28.901,40.9859,2027.46856,6,1972,MODERATE,COM3,C1
580,28.8987,40.9859,2297.212144,6,1962,MODERATE,RES3,C1
581,28.9014,40.9859,1385.778065,4,1923,POOR,RES1,C1
582,28.9013,40.9859,1240.809725,6,1932,POOR,COM1,C1
583,28.9032,40.9859,2002.5824,6,1960,MODERATE,COM2,C1
584,28.9019,40.9859,1452.234445,5,1956,MODERATE,RES3,C1
585,28.9001,40.9859,1311.205697,7,1968,MODERATE,COM1,C1
586,28.9002,40.9859,626.7178958,6,1964,MODERATE,COM3,C1
587,28.8992,40.9859,2355.455661,6,1970,MODERATE,COM1,C1
588,28.9021,40.9859,1107.165019,5,1954,MODERATE,RES3,C1
589,28.9024,40.9859,675.3836857,7,1967,MODERATE,COM3,C1
590,28.8961,40.9859,2036.327258,7,1966,MODERATE,COM3,C1
591,28.8964,40.9859,1506.667538,5,1943,MODERATE,COM3,C1
592,28.8966,40.9859,1735.583612,5,1959,MODERATE,COM3,C1
593,28.897,40.9859,5107.733629,16,1941,MODERATE,RES1,C1
594,28.903,40.9859,1417.144099,6,1951,MODERATE,COM2,C1
595,28.8976,40.9859,2856.9247,14,1960,MODERATE,RES3,C1
596,28.8953,40.9859,1152.211982,5,1923,POOR,RES1,C1
597,28.8949,40.9859,1905.933252,5,1905,POOR,COM3,C1
598,28.895,40.9859,2335.82229,5,1974,MODERATE,COM2,C1
599,28.8947,40.9859,1766.798951,4,1962,MODERATE,COM3,C1
600,28.8955,40.9859,2325.94102,6,1959,MODERATE,COM1,C1
601,28.9084,40.9859,1054.650055,4,1945,MODERATE,COM1,C1
602,28.9084,40.9859,2337.684446,5,1963,MODERATE,COM3,C1
603,28.9076,40.9859,1380.89125,3,1926,POOR,IND1,C1
604,28.9076,40.9859,2785.603033,2,1924,POOR,IND1,C1
605,28.908,40.9859,1689.557133,4,1967,MODERATE,COM3,C1
606,28.9023,40.986,3044.356665,8,1909,POOR,COM2,C1
607,28.8987,40.986,1660.591451,7,1953,MODERATE,COM3,C1
608,28.9016,40.986,2564.017182,7,1929,POOR,COM3,C1
609,28.9035,40.986,4117.034116,7,1965,MODERATE,COM1,C1
610,28.9036,40.986,4056.734693,5,1938,POOR,RES3,C1
611,28.9017,40.986,2550.271668,6,1944,MODERATE,COM1,C1
612,28.9039,40.986,3311.581495,4,1965,MODERATE,COM1,C1
613,28.8993,40.986,574.382689,6,1974,MODERATE,COM2,C1
614,28.9004,40.986,1236.267355,5,1960,MODERATE,COM3,C1
615,28.8989,40.986,2129.241329,5,1957,MODERATE,RES3,C1
616,28.8993,40.986,921.5467727,4,1944,MODERATE,RES3,C1
617,28.8992,40.986,712.2500775,5,1900,POOR,RES3,C1
618,28.9027,40.986,1829.391088,7,1950,MODERATE,COM1,C1
619,28.9009,40.986,1061.235415,3,1959,MODERATE,RES3,C1
620,28.8957,40.986,441.7928456,6,1939,POOR,COM3,C1
621,28.8921,40.986,5559.322709,15,2008,GOOD,RES3,C1
622,28.8961,40.986,841.3039764,7,1966,MODERATE,COM3,C1
623,28.8964,40.986,1774.355216,4,1961,MODERATE,RES1,C1
624,28.9011,40.986,1621.270888,7,1974,MODERATE,COM1,C1
625,28.9006,40.986,1484.504648,4,1943,MODERATE,COM2,C1
626,28.9093,40.986,4050.814542,2,1945,MODERATE,COM3,C1
627,28.8941,40.986,1965.350035,5,1900,POOR,RES1,C1
628,28.8937,40.986,3303.28252,5,1965,MODERATE,COM1,C1
629,28.8952,40.986,856.2668877,4,1930,POOR,COM3,C1
630,28.9081,40.986,1246.762167,6,1969,MODERATE,COM1,C1
631,28.8944,40.986,766.0491761,5,1911,POOR,COM2,C1
632,28.8939,40.986,2546.106035,5,1929,POOR,COM3,C1
633,28.8954,40.986,2466.044073,6,1958,MODERATE,COM1,C1
634,28.9067,40.986,4650.439676,5,1974,MODERATE,GOV1,C1
635,28.9066,40.986,2240.238769,1,1951,MODERATE,GOV1,C1
636,28.9091,40.986,3986.930736,4,1957,MODERATE,COM1,C1
637,28.9078,40.986,5965.186699,2,1934,POOR,IND3,C1
638,28.9074,40.986,4010.815852,4,1938,POOR,IND1,C1
639,28.9082,40.986,351.2683625,2,1963,MODERATE,COM3,C1
640,28.9028,40.9861,1260.938237,4,1909,POOR,COM2,C1
641,28.9011,40.9861,1611.109757,5,1947,MODERATE,RES3,C1
642,28.9042,40.9861,8089.304407,6,1973,MODERATE,COM1,C1
643,28.9018,40.9861,1917.730497,6,1967,MODERATE,COM2,C1
644,28.9031,40.9861,2496.462882,4,1909,POOR,COM2,C1
645,28.9001,40.9861,1217.31211,7,1927,POOR,COM1,C1
646,28.8993,40.9861,732.6767495,4,1902,POOR,RES3,C1
647,28.9003,40.9861,774.043532,4,1969,MODERATE,RES3,C1
648,28.9024,40.9861,872.0317103,2,1972,MODERATE,RES1,C1
649,28.9013,40.9861,1526.903689,2,1959,MODERATE,COM1,C1
650,28.8989,40.9861,1476.948383,4,1954,MODERATE,RES1,C1
651,28.8958,40.9861,976.2188244,6,1956,MODERATE,COM3,C1
652,28.8957,40.9861,1916.944732,7,1955,MODERATE,COM1,C1
653,28.8961,40.9861,1706.445708,7,1971,MODERATE,COM2,C1
654,28.8964,40.9861,2097.853767,6,1937,POOR,RES1,C1
655,28.8991,40.9861,1558.409654,3,1960,MODERATE,RES3,C1
656,28.9027,40.9861,1559.862782,6,1919,POOR,COM2,C1
657,28.9006,40.9861,1451.437916,5,1961,MODERATE,RES3,C1
658,28.9092,40.9861,2348.233078,4,1942,MODERATE,COM2,C1
659,28.8942,40.9861,2244.512041,4,1961,MODERATE,RES3,C1
660,28.8938,40.9861,1531.123142,5,1939,POOR,COM2,C1
661,28.8953,40.9861,785.4026862,6,1930,POOR,COM2,C1
662,28.8949,40.9861,809.1284967,5,1926,POOR,RES1,C1
663,28.8948,40.9861,2007.630674,4,1920,POOR,COM1,C1
664,28.8947,40.9861,751.9516831,5,1931,POOR,RES1,C1
665,28.8946,40.9861,1660.795966,5,1907,POOR,COM1,C1
666,28.8944,40.9861,967.6668979,5,1900,POOR,RES1,C1
667,28.8955,40.9861,1001.328874,5,1916,POOR,COM3,C1
668,28.9088,40.9861,1690.579705,3,1951,MODERATE,COM3,C1
669,28.9089,40.9861,3539.604164,4,1959,MODERATE,COM3,C1
670,28.9065,40.9861,4097.895884,1,1963,MODERATE,GOV1,C1
671,28.8987,40.9862,1891.057528,7,1974,MODERATE,COM3,C1
672,28.9044,40.9862,3213.436164,5,1924,POOR,COM1,C1
673,28.8989,40.9862,1969.687891,5,1953,MODERATE,RES1,C1
674,28.9024,40.9862,1251.702802,3,1973,MODERATE,RES3,C1
675,28.9014,40.9862,2278.364538,6,1970,MODERATE,COM2,C1
676,28.9006,40.9862,2005.962268,4,1971,MODERATE,RES3,C1
677,28.9001,40.9862,839.5892856,6,1949,MODERATE,COM3,C1
678,28.9016,40.9862,931.9178,7,1952,MODERATE,COM3,C1
679,28.9019,40.9862,684.9366559,2,1932,POOR,RES1,C1
680,28.8957,40.9862,741.3147873,6,1956,MODERATE,COM2,C1
681,28.8958,40.9862,1145.430719,3,1933,POOR,COM2,C1
682,28.8961,40.9862,1326.651908,6,1961,MODERATE,COM2,C1
683,28.896,40.9862,983.3875884,7,1955,MODERATE,COM2,C1
684,28.8963,40.9862,866.4161785,4,1919,POOR,RES1,C1
685,28.8964,40.9862,2985.40273,5,1907,POOR,RES1,C1
686,28.8968,40.9862,2881.218845,14,1943,MODERATE,RES3,C1
687,28.897,40.9862,4787.367376,14,1953,MODERATE,RES3,C1
688,28.8992,40.9862,3652.883553,5,1990,GOOD,COM1,C1
689,28.9013,40.9862,1908.096798,7,1957,MODERATE,COM2,C1
690,28.8954,40.9862,918.9332953,6,1938,POOR,COM1,C1
691,28.895,40.9862,4502.156052,6,1901,POOR,COM3,C1
692,28.8946,40.9862,1563.328761,6,1933,POOR,RES1,C1
693,28.8943,40.9862,295.1421066,2,1920,POOR,RES3,C1
694,28.894,40.9862,1043.836631,6,1950,MODERATE,COM3,C1
695,28.8938,40.9862,2536.332405,6,2013,GOOD,COM3,C1
696,28.8954,40.9862,1424.215988,5,1901,POOR,COM2,C1
697,28.9062,40.9862,3532.607623,1,1973,MODERATE,GOV1,C1
698,28.9084,40.9862,4295.833425,3,1955,MODERATE,COM3,C1
699,28.9086,40.9862,1546.730811,2,1973,MODERATE,COM2,C1
700,28.9091,40.9862,3226.966398,4,1959,MODERATE,COM3,C1
701,28.907,40.9862,2329.7945,3,1953,MODERATE,IND1,C1
702,28.9078,40.9862,2585.21132,3,1946,MODERATE,IND2,C1
703,28.9075,40.9862,4039.953757,4,1924,POOR,IND1,C1
704,28.9075,40.9862,1350.806122,4,1965,MODERATE,COM1,C1
705,28.9005,40.9863,591.7244244,5,1921,POOR,RES1,C1
706,28.9023,40.9863,2070.265866,6,1968,MODERATE,RES3,C1
707,28.9022,40.9863,1832.555678,7,1995,GOOD,COM1,C1
708,28.902,40.9863,1746.939537,7,2019,GOOD,COM3,C1
709,28.9013,40.9863,1394.033984,5,1969,MODERATE,RES1,C1
710,28.9005,40.9863,981.9506064,3,1946,MODERATE,RES3,C1
711,28.9001,40.9863,1888.560301,5,1971,MODERATE,COM1,C1
712,28.8956,40.9863,1817.335509,5,1945,MODERATE,COM2,C1
713,28.8956,40.9863,1390.643352,6,1959,MODERATE,COM3,C1
714,28.8963,40.9863,1682.980384,7,1944,MODERATE,COM3,C1
715,28.8964,40.9863,684.6449539,6,1948,MODERATE,COM1,C1
716,28.8979,40.9863,7685.130351,3,1942,MODERATE,GOV1,C1
717,28.8982,40.9863,7961.590615,4,1960,MODERATE,GOV1,C1
718,28.9017,40.9863,987.3691587,7,1948,MODERATE,COM2,C1
719,28.8951,40.9863,1157.066505,5,1907,POOR,COM2,C1
720,28.8949,40.9863,1470.963649,1,1937,POOR ,COM3,C3
721,28.8947,40.9863,1551.391584,6,1944,MODERATE,RES1,C1
722,28.8944,40.9863,1806.646946,7,1912,POOR,RES3,C1
723,28.8942,40.9863,1508.411292,8,1921,POOR,COM3,C1
724,28.8942,40.9863,1416.433681,7,1903,POOR,RES1,C1
725,28.8941,40.9863,1920.604461,4,1904,POOR,RES1,C1
726,28.8938,40.9863,3382.53719,5,1918,POOR,COM3,C1
727,28.9089,40.9863,4437.637176,3,1955,MODERATE,COM2,C1
728,28.9069,40.9863,1703.281118,2,1963,MODERATE,COM2,C1
729,28.9076,40.9863,3058.930999,4,1950,MODERATE,COM2,C1
730,28.9084,40.9863,3049.706329,3,1955,MODERATE,COM1,C1
731,28.9006,40.9864,1212.726684,4,1940,POOR,RES3,C1
732,28.9038,40.9864,3549.388559,3,1904,POOR,COM3,C1
733,28.8988,40.9864,4723.806487,7,1962,MODERATE,COM1,C1
734,28.9036,40.9864,3623.63801,3,1904,POOR,COM1,C1
735,28.9034,40.9864,5169.249374,7,1912,POOR,COM2,C1
736,28.9033,40.9864,4929.332585,7,1962,MODERATE,COM1,C1
737,28.903,40.9864,9243.08792,6,1955,MODERATE,COM1,C1
738,28.9045,40.9864,992.7500373,7,1968,MODERATE,COM3,C1
739,28.9042,40.9864,4416.496856,7,1949,MODERATE,COM3,C1
740,28.9011,40.9864,1101.072646,4,1974,MODERATE,RES3,C1
741,28.901,40.9864,1496.065087,5,1948,MODERATE,RES3,C1
742,28.8991,40.9864,1169.41271,3,1939,POOR,COM3,C1
743,28.8956,40.9864,1346.565141,5,1966,MODERATE,COM1,C1
744,28.8958,40.9864,1890.6485,8,1946,MODERATE,COM1,C1
745,28.896,40.9864,881.6933959,5,1969,MODERATE,COM1,C1
746,28.8963,40.9864,3192.995498,6,1961,MODERATE,COM2,C1
747,28.9044,40.9864,2717.693525,7,1956,MODERATE,COM2,C1
748,28.9005,40.9864,1711.40787,2,1965,MODERATE,RES3,C1
749,28.9001,40.9864,1558.560348,5,1970,MODERATE,COM1,C1
750,28.8951,40.9864,1251.347593,7,1910,POOR,COM1,C1
751,28.8949,40.9864,773.5979061,5,1968,MODERATE,COM1,C1
752,28.8937,40.9864,2381.590435,6,1955,MODERATE,COM2,C1
753,28.8947,40.9864,3268.224465,6,1909,POOR,COM3,C1
754,28.8951,40.9864,2115.592691,6,1900,POOR,COM1,C1
755,28.9088,40.9864,1508.465111,3,1969,MODERATE,COM2,C1
756,28.9073,40.9864,1230.777761,3,1972,MODERATE,COM2,C1
757,28.9073,40.9864,1344.724512,3,1952,MODERATE,COM1,C1
758,28.9085,40.9864,1473.697682,3,1961,MODERATE,COM1,C1
759,28.8988,40.9865,2176.763991,7,1972,MODERATE,COM2,C1
760,28.8987,40.9865,840.6280029,7,1965,MODERATE,COM1,C1
761,28.9025,40.9865,1441.750397,5,1916,POOR,RES3,C1
762,28.9011,40.9865,3265.199807,6,1924,POOR,COM2,C1
763,28.9013,40.9865,2362.839704,7,1971,MODERATE,COM3,C1
764,28.9015,40.9865,2842.716339,7,1965,MODERATE,COM1,C1
765,28.9003,40.9865,1664.574098,7,1942,MODERATE,COM1,C1
766,28.9008,40.9865,1975.08061,6,1971,MODERATE,COM1,C1
767,28.9025,40.9865,1440.49102,5,1928,POOR,COM3,C1
768,28.9017,40.9865,2033.238016,7,1961,MODERATE,COM2,C1
769,28.9019,40.9865,2262.649229,6,1965,MODERATE,COM1,C1
770,28.8958,40.9865,1699.427639,7,1926,POOR,COM3,C1
771,28.8955,40.9865,2061.697794,6,1904,POOR,COM2,C1
772,28.8955,40.9865,1895.470731,6,1962,MODERATE,COM2,C1
773,28.8923,40.9865,5621.527345,15,2018,GOOD,RES1,C1
774,28.896,40.9865,1023.576799,6,1965,MODERATE,COM3,C1
775,28.8962,40.9865,1876.580069,6,1946,MODERATE,COM3,C1
776,28.8963,40.9865,1350.246398,5,1941,MODERATE,COM2,C1
777,28.9023,40.9865,3057.230302,4,1973,MODERATE,COM3,C1
778,28.9006,40.9865,1450.21083,5,1945,MODERATE,COM3,C1
779,28.895,40.9865,3398.715346,5,1925,POOR,COM2,C1
780,28.8939,40.9865,867.1276729,6,1953,MODERATE,COM3,C1
781,28.8941,40.9865,1000.7304,4,1903,POOR,COM3,C1
782,28.894,40.9865,801.0695572,4,1936,POOR,COM1,C1
783,28.8942,40.9865,2793.38534,6,1957,MODERATE,COM3,C1
784,28.8943,40.9865,933.3397125,6,1937,POOR,COM2,C1
785,28.8944,40.9865,1333.196365,5,1934,POOR,RES3,C1
786,28.9073,40.9865,1619.214981,3,1965,MODERATE,COM2,C1
787,28.9071,40.9865,4587.427747,4,1957,MODERATE,IND3,C1
788,28.9082,40.9865,12252.45111,1,1972,MODERATE,COM2,C1
789,28.9085,40.9865,1457.734803,2,1945,MODERATE,COM2,C1
790,28.8987,40.9866,1451.567083,7,1948,MODERATE,COM1,C1
791,28.8998,40.9866,3596.114692,7,1951,MODERATE,COM2,C1
792,28.9005,40.9866,1964.51045,7,1968,MODERATE,COM3,C1
793,28.9,40.9866,902.8154165,7,1941,MODERATE,COM1,C1
794,28.9043,40.9866,1107.44488,7,1971,MODERATE,COM2,C1
795,28.9045,40.9866,2159.111179,3,1900,POOR,COM3,C1
796,28.8957,40.9866,2665.833006,7,1962,MODERATE,COM3,C1
797,28.8992,40.9866,695.9309135,3,1922,POOR,COM2,C1
798,28.8962,40.9866,1782.977108,5,1969,MODERATE,COM3,C1
799,28.896,40.9866,892.5487992,7,1905,POOR,IND2,C1
800,28.8974,40.9866,6768.07751,4,1972,MODERATE,GOV1,C1
801,28.8994,40.9866,1701.591185,3,1923,POOR,COM3,C1
802,28.8948,40.9866,1188.906151,4,1926,POOR,RES3,C1
803,28.8944,40.9866,1131.028607,4,1909,POOR,RES1,C1
804,28.8947,40.9866,925.0568837,4,1906,POOR,COM3,C1
805,28.907,40.9866,3082.96681,3,1957,MODERATE,IND3,C1
806,28.9013,40.9867,1095.378537,5,1994,GOOD,COM3,C1
807,28.9012,40.9867,1521.833888,6,1931,POOR,COM2,C1
808,28.9011,40.9867,993.8102825,5,1937,POOR,COM1,C1
809,28.9015,40.9867,2609.193312,5,1929,POOR,COM3,C1
810,28.9038,40.9867,2241.444327,7,1905,POOR,COM1,C1
811,28.9039,40.9867,1131.728261,7,1947,MODERATE,COM3,C1
812,28.904,40.9867,2314.025372,7,1957,MODERATE,COM2,C1
813,28.9042,40.9867,1173.190843,7,1957,MODERATE,COM3,C1
814,28.9042,40.9867,1663.820624,7,1956,MODERATE,COM1,C1
815,28.9044,40.9867,1053.286267,2,1918,POOR,COM2,C1
816,28.8953,40.9867,1562.521467,7,1963,MODERATE,COM2,C1
817,28.8957,40.9867,1882.812373,6,1928,POOR,COM1,C1
818,28.8955,40.9867,1901.003381,6,1920,POOR,COM2,C1
819,28.8961,40.9867,2871.111534,6,1947,MODERATE,COM3,C1
820,28.9019,40.9867,1377.888119,5,1914,POOR,COM2,C1
821,28.8943,40.9867,2339.07299,4,1965,MODERATE,RES1,C1
822,28.8945,40.9867,1707.629738,4,1963,MODERATE,RES3,C1
823,28.8946,40.9867,1906.536031,4,1951,MODERATE,RES1,C1
824,28.8942,40.9867,1242.747229,4,1969,MODERATE,COM2,C1
825,28.894,40.9867,953.2195779,5,1948,MODERATE,COM3,C1
826,28.8941,40.9867,1020.835231,4,1915,POOR,RES3,C1
827,28.8938,40.9867,1650.903932,6,1960,MODERATE,COM1,C1
828,28.8937,40.9867,1479.00429,2,1956,MODERATE,COM2,C1
829,28.9089,40.9867,5873.424367,6,1965,MODERATE,COM3,C1
830,28.9075,40.9867,4414.666992,4,1915,POOR,COM1,C1
831,28.9068,40.9867,3272.185584,3,1956,MODERATE,COM3,C1
832,28.9079,40.9867,2357.070248,3,1947,MODERATE,IND1,C1
833,28.9082,40.9867,1499.714052,3,1958,MODERATE,COM3,C1
834,28.9093,40.9867,1603.833354,4,1954,MODERATE,COM1,C1
835,28.9051,40.9868,2236.654387,2,1936,POOR,COM3,C1
836,28.9004,40.9868,3873.32843,7,1961,MODERATE,COM1,C1
837,28.8992,40.9868,1063.036217,5,1914,POOR,COM2,C1
838,28.8991,40.9868,2521.166056,5,1906,POOR,COM1,C1
839,28.901,40.9868,1379.298191,5,1937,POOR,COM3,C1
840,28.9009,40.9868,975.8582334,5,1906,POOR,COM1,C1
841,28.9007,40.9868,2802.383969,6,1963,MODERATE,COM3,C1
842,28.8994,40.9868,1099.275073,4,1934,POOR,COM3,C1
843,28.9001,40.9868,1259.226775,5,1921,POOR,COM3,C1
844,28.9019,40.9868,2054.42139,7,1958,MODERATE,COM3,C1
845,28.9021,40.9868,2950.968982,7,1964,MODERATE,COM2,C1
846,28.9024,40.9868,2931.863042,3,1902,POOR,COM2,C1
847,28.9026,40.9868,3774.063652,5,1931,POOR,IND2,C1
848,28.903,40.9868,1746.153772,7,1971,MODERATE,COM3,C1
849,28.9032,40.9868,1619.989983,7,1942,MODERATE,COM1,C1
850,28.903,40.9868,2067.499541,7,1903,POOR,COM1,C1
851,28.9052,40.9868,1918.39786,5,1964,MODERATE,COM3,C1
852,28.9045,40.9868,1045.268231,4,1925,POOR,COM3,C1
853,28.9028,40.9868,3081.64285,6,1957,MODERATE,COM2,C1
854,28.9023,40.9868,2721.740755,7,1957,MODERATE,COM1,C1
855,28.8951,40.9868,852.7374016,6,1972,MODERATE,COM2,C1
856,28.8953,40.9868,2111.416294,7,1958,MODERATE,COM3,C1
857,28.8956,40.9868,1149.628644,6,1923,POOR,COM1,C1
858,28.8929,40.9868,2811.231903,5,1991,GOOD,RES3,C1
859,28.8985,40.9868,511.9240249,1,1946,MODERATE,COM2,C1
860,28.8984,40.9868,1018.713665,2,1908,POOR,COM3,C1
861,28.8987,40.9868,683.9173136,6,1963,MODERATE,COM1,C1
862,28.8988,40.9868,1122.837272,4,1950,MODERATE,COM1,C1
863,28.9045,40.9868,1840.919236,4,1903,POOR,COM3,C1
864,28.8948,40.9868,3955.618522,7,1950,MODERATE,COM2,C1
865,28.8941,40.9868,2438.466935,4,1972,MODERATE,COM2,C1
866,28.894,40.9868,1913.909309,5,1957,MODERATE,COM1,C1
867,28.8937,40.9868,4831.230309,6,1943,MODERATE,COM3,C1
868,28.9069,40.9868,1411.245476,4,1948,MODERATE,COM3,C1
869,28.9072,40.9868,2307.394803,3,1957,MODERATE,IND1,C1
870,28.9081,40.9868,3244.963656,4,1973,MODERATE,COM3,C1
871,28.9085,40.9868,1960.753846,3,1974,MODERATE,COM3,C1
872,28.9092,40.9868,75.5103356,1,1962,MODERATE,COM1,C1
873,28.905,40.9869,5810.487785,5,1938,POOR,COM1,C1
874,28.9053,40.9869,869.7217752,5,1904,POOR,COM2,C1
875,28.8999,40.9869,1236.095133,3,1928,POOR,COM1,C1
876,28.901,40.9869,1247.063557,5,1928,POOR,COM3,C1
877,28.9007,40.9869,1242.671882,6,1919,POOR,RES3,C1
878,28.9003,40.9869,1651.205322,2,1932,POOR,COM2,C1
879,28.9021,40.9869,1821.651837,4,1985,GOOD,COM3,C1
880,28.9026,40.9869,1754.129829,5,1951,MODERATE,COM3,C1
881,28.9031,40.9869,1457.47647,5,1967,MODERATE,COM1,C1
882,28.9016,40.9869,1899.2381,4,1942,MODERATE,COM3,C1
883,28.9014,40.9869,1253.89864,5,1965,MODERATE,COM1,C1
884,28.8992,40.9869,772.3126953,6,1930,POOR,RES1,C1
885,28.8995,40.9869,3899.506259,7,1949,MODERATE,COM3,C1
886,28.8993,40.9869,903.5419804,4,1901,POOR,RES1,C1
887,28.9011,40.9869,884.0506922,6,1953,MODERATE,COM3,C1
888,28.9002,40.9869,3577.331669,6,1966,MODERATE,COM1,C1
889,28.9038,40.9869,1605.437177,4,1947,MODERATE,COM1,C1
890,28.8951,40.9869,1000.10717,5,1966,MODERATE,COM3,C1
891,28.895,40.9869,656.9386496,6,1955,MODERATE,COM2,C1
892,28.8953,40.9869,1117.971984,4,1965,MODERATE,COM1,C1
893,28.8954,40.9869,726.2603827,5,1902,POOR,COM2,C1
894,28.8957,40.9869,2022.818551,6,1938,POOR,COM2,C1
895,28.8957,40.9869,2908.440774,5,1912,POOR,COM1,C1
896,28.8977,40.9869,1000.953213,6,1974,MODERATE,COM3,C1
897,28.8978,40.9869,1901.250951,7,1973,MODERATE,COM1,C1
898,28.8961,40.9869,3966.328612,7,1960,MODERATE,COM3,C1
899,28.8982,40.9869,1966.103509,6,1950,MODERATE,COM3,C1
900,28.8981,40.9869,2137.798637,6,1974,MODERATE,COM1,C1
901,28.8987,40.9869,1612.90733,6,1970,MODERATE,COM1,C1
902,28.8988,40.9869,1518.378672,6,1949,MODERATE,COM1,C1
903,28.9043,40.9869,1900.153032,5,1946,MODERATE,RES3,C1
904,28.9041,40.9869,2001.742815,5,1968,MODERATE,COM3,C1
905,28.904,40.9869,1919.075986,6,1948,MODERATE,COM3,C1
906,28.9045,40.9869,1333.756088,5,1957,MODERATE,RES1,C1
907,28.8947,40.9869,3159.573558,6,1947,MODERATE,COM3,C1
908,28.8945,40.9869,1394.496832,4,1947,MODERATE,RES1,C1
909,28.8943,40.9869,1976.436862,4,1965,MODERATE,RES3,C1
910,28.9086,40.9869,4431.792373,4,1944,MODERATE,COM3,C1
