BldgID,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,Footprint,Wind_Config
213,30.1920545,-93.186286,Wood,Single Family Housing,1,13.51,125.3,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.186333, 30.192008], [-93.186239, 30.192008], [-93.186239, 30.192101], [-93.186333, 30.192101], [-93.186333, 30.192008]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
214,30.192055,-93.186778,Wood,Single Family Housing,1,17.33,179.6,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.186724, 30.192113], [-93.186832, 30.192113], [-93.186832, 30.191997], [-93.186724, 30.191997], [-93.186724, 30.192113]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
215,30.19323448,-93.18382437,Wood,Multi-Unit Housing,2,38.01,298.6,Hip,,Truss,,1,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.18393, 30.193247], [-93.183851, 30.193141], [-93.183718, 30.193215], [-93.183807, 30.193333], [-93.183859, 30.193304], [-93.18385, 30.193292], [-93.18393, 30.193247]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.2.hip.null.null.1.8d.tnail.0.35
216,30.19453734,-93.18237848,Wood,Single Family Housing,1,15.6,212.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.182472, 30.194527], [-93.18239, 30.194457], [-93.182285, 30.194547], [-93.182367, 30.194618], [-93.182472, 30.194527]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
217,30.20036859,-93.17776674,Wood,Single Family Housing,1,16.55,500.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.177848, 30.200493], [-93.177847, 30.200267], [-93.177658, 30.200268], [-93.177658, 30.200373], [-93.177723, 30.200373], [-93.177723, 30.200493], [-93.177848, 30.200493]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
218,30.20130216,-93.1767397,Wood,Single Family Housing,1,18.93,256.3,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.176652, 30.201247], [-93.176652, 30.201351], [-93.176834, 30.201352], [-93.176835, 30.201264], [-93.176762, 30.201263], [-93.176762, 30.201247], [-93.176652, 30.201247]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
219,30.201461,-93.1767175,Wood,Multi-Unit Housing,1,15.91,446.9,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.176811, 30.201378], [-93.176621, 30.20138], [-93.176624, 30.201544], [-93.176814, 30.201542], [-93.176811, 30.201378]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.35
220,30.1927515,-93.167756,Wood,Single Family Housing,1,12.19,357.5,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.167893, 30.192797], [-93.167893, 30.192706], [-93.167619, 30.192706], [-93.167619, 30.192797], [-93.167893, 30.192797]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
221,30.19312553,-93.16731925,Wood,Multi-Unit Housing,2,34.69,316.2,Hip,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.167187, 30.193166], [-93.16745, 30.193169], [-93.167451, 30.193085], [-93.167189, 30.193082], [-93.167187, 30.193166]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.2.hip.null.null.0.8d.tnail.1.15
222,30.195115,-93.167465,Wood,Single Family Housing,1,17.74,320.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.167332, 30.195073], [-93.167332, 30.195157], [-93.167598, 30.195157], [-93.167598, 30.195073], [-93.167332, 30.195073]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
223,30.1972445,-93.1732715,Wood,Multi-Unit Housing,1,14.52,1073.4,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.173163, 30.197072], [-93.173163, 30.197417], [-93.17338, 30.197417], [-93.17338, 30.197072], [-93.173163, 30.197072]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.bur.por.null.8d.tnail.1.15
224,30.1848945,-93.1828635,Wood,Multi-Unit Housing,1,15.0,106.8,Flat,Good,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.182959, 30.184875], [-93.182768, 30.184875], [-93.182768, 30.184914], [-93.182959, 30.184914], [-93.182959, 30.184875]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.god.null.8d.tnail.1.15
225,30.185309,-93.182502,Wood,Multi-Unit Housing,1,15.0,122.4,Flat,Good,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.182405, 30.185287], [-93.182405, 30.185331], [-93.182599, 30.185331], [-93.182599, 30.185287], [-93.182405, 30.185287]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.god.null.8d.tnail.1.15
226,30.1920915,-93.1831865,Wood,Single Family Housing,1,17.39,160.3,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.183267, 30.192091], [-93.183193, 30.192022], [-93.183106, 30.192092], [-93.18318, 30.192161], [-93.183267, 30.192091]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
227,30.18017075,-93.2432414,Wood,Single Family Housing,2,22.96,433.6,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.243339, 30.180248], [-93.243336, 30.180091], [-93.243144, 30.180093], [-93.243147, 30.180251], [-93.243339, 30.180248]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.no.0.15
228,30.181579,-93.2411065,Wood,Single Family Housing,3,52.21,290.9,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.241176, 30.181652], [-93.241176, 30.181506], [-93.241037, 30.181506], [-93.241037, 30.181652], [-93.241176, 30.181652]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.35
229,30.17363797,-93.23592028,Wood,Single Family Housing,1,17.2,438.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.235939, 30.173713], [-93.236038, 30.173714], [-93.23604, 30.173577], [-93.235791, 30.173575], [-93.235789, 30.173688], [-93.235939, 30.17369], [-93.235939, 30.173713]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
230,30.167511,-93.245694,Wood,Single Family Housing,1,16.57,329.2,Hip,,Truss,,0,8s,Strap,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.245781, 30.167577], [-93.245781, 30.167445], [-93.245607, 30.167445], [-93.245607, 30.167577], [-93.245781, 30.167577]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8s.strap.no.1.15
231,30.17013638,-93.24985681,Wood,Multi-Unit Housing,1,15.0,881.9,Flat,Good,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.249593, 30.170198], [-93.250085, 30.170197], [-93.250085, 30.170119], [-93.25018, 30.170118], [-93.25018, 30.170079], [-93.249592, 30.170081], [-93.249593, 30.170198]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.god.null.8d.tnail.1.15
232,30.17097172,-93.24485207,Wood,Single Family Housing,3,47.38,315.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.244953, 30.170889], [-93.244819, 30.170891], [-93.244821, 30.170976], [-93.244738, 30.170978], [-93.244739, 30.171045], [-93.24491, 30.171042], [-93.244909, 30.170954], [-93.244954, 30.170954], [-93.244953, 30.170889]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
233,30.17032682,-93.23080208,Wood,Single Family Housing,1,15.4,476.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.230898, 30.170398], [-93.230897, 30.170238], [-93.23071, 30.170238], [-93.23071, 30.170419], [-93.230863, 30.170419], [-93.230863, 30.170398], [-93.230898, 30.170398]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.70
234,30.17059692,-93.23448273,Wood,Single Family Housing,1,15.49,364.1,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.234443, 30.170496], [-93.234445, 30.17058], [-93.234393, 30.170581], [-93.234395, 30.170683], [-93.234556, 30.170679], [-93.234551, 30.170494], [-93.234443, 30.170496]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
235,30.17085077,-93.23018515,Wood,Multi-Unit Housing,1,14.03,509.9,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.230093, 30.170981], [-93.230182, 30.170981], [-93.230182, 30.170891], [-93.230305, 30.170891], [-93.230305, 30.170761], [-93.230093, 30.170761], [-93.230093, 30.170981]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.35
236,30.1732095,-93.233595,Wood,Single Family Housing,1,13.36,362.8,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.233481, 30.173265], [-93.233709, 30.173265], [-93.233709, 30.173154], [-93.233481, 30.173154], [-93.233481, 30.173265]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
237,30.1785485,-93.2290525,Wood,Single Family Housing,1,14.43,290.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.228996, 30.178638], [-93.229109, 30.178638], [-93.229109, 30.178459], [-93.228996, 30.178459], [-93.228996, 30.178638]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
238,30.17378468,-93.2172889,Wood,Single Family Housing,1,14.25,237.2,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.217398, 30.173806], [-93.217378, 30.173726], [-93.217179, 30.173764], [-93.2172, 30.173843], [-93.217398, 30.173806]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
239,30.1796335,-93.2127055,Wood,Single Family Housing,1,12.77,239.3,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212653, 30.179713], [-93.212758, 30.179713], [-93.212758, 30.179554], [-93.212653, 30.179554], [-93.212653, 30.179713]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
240,30.1829515,-93.2125325,Wood,Single Family Housing,1,16.65,151.9,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212586, 30.182902], [-93.212479, 30.182902], [-93.212479, 30.183001], [-93.212586, 30.183001], [-93.212586, 30.182902]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
241,30.1660345,-93.2254255,Wood,Single Family Housing,1,12.92,260.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.225518, 30.166086], [-93.225522, 30.16599], [-93.225333, 30.165983], [-93.225329, 30.166079], [-93.225518, 30.166086]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
242,30.16643908,-93.22236246,Wood,Single Family Housing,1,16.45,295.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.222422, 30.166355], [-93.222296, 30.166355], [-93.222296, 30.166448], [-93.222312, 30.166448], [-93.222312, 30.166529], [-93.222422, 30.166529], [-93.222422, 30.166355]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
243,30.1665508,-93.22068528,Wood,Single Family Housing,1,14.18,468.0,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.22074, 30.166579], [-93.220779, 30.166579], [-93.220778, 30.166507], [-93.220746, 30.166507], [-93.220745, 30.166435], [-93.220614, 30.166435], [-93.220616, 30.166671], [-93.220741, 30.16667], [-93.22074, 30.166579]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
244,30.1666205,-93.2242485,Wood,Single Family Housing,1,15.11,322.2,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.224334, 30.166553], [-93.224151, 30.166566], [-93.224163, 30.166688], [-93.224346, 30.166675], [-93.224334, 30.166553]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
245,30.1673985,-93.219084,Wood,Single Family Housing,1,11.83,200.8,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.219037, 30.167473], [-93.219131, 30.167473], [-93.219131, 30.167324], [-93.219037, 30.167324], [-93.219037, 30.167473]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
246,30.17001686,-93.22805227,Wood,Single Family Housing,1,17.72,438.4,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.227874, 30.169954], [-93.227872, 30.170021], [-93.228046, 30.170024], [-93.228044, 30.170108], [-93.22817, 30.17011], [-93.228174, 30.16996], [-93.227874, 30.169954]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
247,30.17234718,-93.22794019,Wood,Single Family Housing,1,15.0,657.9,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.227792, 30.172461], [-93.227877, 30.172485], [-93.227908, 30.172401], [-93.228061, 30.172443], [-93.228081, 30.172388], [-93.228045, 30.172378], [-93.228084, 30.172272], [-93.227881, 30.172217], [-93.227792, 30.172461]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
248,30.172698,-93.2230755,Wood,Single Family Housing,1,16.13,475.6,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.223222, 30.172643], [-93.222931, 30.172639], [-93.222929, 30.172753], [-93.22322, 30.172757], [-93.223222, 30.172643]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
249,30.168345,-93.2116145,Wood,Single Family Housing,1,14.46,319.0,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211705, 30.168406], [-93.211702, 30.168281], [-93.211524, 30.168284], [-93.211527, 30.168409], [-93.211705, 30.168406]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
250,30.169101,-93.2090615,Wood,Single Family Housing,1,12.66,443.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.209098, 30.16899], [-93.208933, 30.169068], [-93.209025, 30.169212], [-93.20919, 30.169134], [-93.209098, 30.16899]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
251,30.17001774,-93.20832938,Wood,Single Family Housing,1,13.84,405.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.208207, 30.169992], [-93.208278, 30.170129], [-93.208395, 30.170084], [-93.20837, 30.170036], [-93.208455, 30.170003], [-93.208409, 30.169914], [-93.208207, 30.169992]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
252,30.1710413,-93.20811432,Wood,Single Family Housing,2,28.73,331.4,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.208214, 30.17097], [-93.207989, 30.171015], [-93.208015, 30.171113], [-93.20824, 30.171067], [-93.208214, 30.17097]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
253,30.178131,-93.197822,Wood,Single Family Housing,1,13.32,303.9,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.197716, 30.178181], [-93.197928, 30.178181], [-93.197928, 30.178081], [-93.197716, 30.178081], [-93.197716, 30.178181]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.70
254,30.182204,-93.1983695,Wood,Single Family Housing,1,13.94,217.8,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.198304, 30.182262], [-93.198435, 30.182262], [-93.198435, 30.182146], [-93.198304, 30.182146], [-93.198304, 30.182262]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
255,30.18219451,-93.20384738,Wood,Single Family Housing,1,15.18,229.7,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.203917, 30.182141], [-93.203757, 30.182141], [-93.203757, 30.182211], [-93.203826, 30.182211], [-93.203826, 30.182264], [-93.203917, 30.182264], [-93.203917, 30.182141]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
256,30.18223,-93.199803,Wood,Single Family Housing,1,16.23,165.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.19987, 30.182187], [-93.199736, 30.182187], [-93.199736, 30.182273], [-93.19987, 30.182273], [-93.19987, 30.182187]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
257,30.1826735,-93.1951215,Wood,Multi-Unit Housing,1,12.77,184.4,Gable,,Truss,,0,8d,Toe-nail,,,,0.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.195163, 30.182596], [-93.19508, 30.182596], [-93.19508, 30.182751], [-93.195163, 30.182751], [-93.195163, 30.182596]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.0.15
258,30.17018797,-93.17198585,Wood,Single Family Housing,2,30.88,284.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.171881, 30.170232], [-93.172133, 30.170232], [-93.172133, 30.170188], [-93.172037, 30.170188], [-93.172037, 30.170132], [-93.171881, 30.170132], [-93.171881, 30.170232]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.15
259,30.220191,-93.1639655,Wood,Single Family Housing,1,0.0,116.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.164063, 30.22021], [-93.164062, 30.220168], [-93.163868, 30.220172], [-93.163869, 30.220214], [-93.164063, 30.22021]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.15
260,30.22033728,-93.15452785,Wood,Multi-Unit Housing,1,15.0,2105.5,Flat,Good,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,0.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.154592, 30.2205], [-93.154766, 30.220346], [-93.154764, 30.220343], [-93.154696, 30.220285], [-93.15469, 30.220276], [-93.154755, 30.220219], [-93.154656, 30.22007], [-93.154637, 30.220055], [-93.15463, 30.220043], [-93.154599, 30.220078], [-93.15454, 30.220101], [-93.154307, 30.220354], [-93.154344, 30.220409], [-93.154308, 30.22044], [-93.154334, 30.220479], [-93.154297, 30.220511], [-93.154364, 30.220612], [-93.154592, 30.2205]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.god.null.8d.tnail.0.15
261,30.20786705,-93.13132429,Wood,Multi-Unit Housing,1,15.0,1610.1,Flat,Good,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.13108, 30.207757], [-93.13108, 30.207989], [-93.131526, 30.207988], [-93.131525, 30.207851], [-93.13162, 30.207851], [-93.13162, 30.207756], [-93.13108, 30.207757]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.god.null.8d.tnail.1.15
262,30.20966113,-93.13768473,Wood,Multi-Unit Housing,1,15.0,188.0,Flat,Poor,Truss,Single-Ply Membrane,,8d,Toe-nail,,,,1.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.137581, 30.209638], [-93.13762, 30.209702], [-93.137656, 30.209686], [-93.137677, 30.209722], [-93.137785, 30.209673], [-93.137744, 30.209606], [-93.13766, 30.209644], [-93.13764, 30.209611], [-93.137581, 30.209638]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.spm.por.null.8d.tnail.1.15
263,30.2599125,-93.1876925,Wood,Single Family Housing,1,18.13,321.6,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.187813, 30.259959], [-93.187813, 30.259866], [-93.187572, 30.259866], [-93.187572, 30.259959], [-93.187813, 30.259959]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
264,30.2615795,-93.1945725,Wood,Single Family Housing,1,18.06,196.4,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.194613, 30.261495], [-93.194532, 30.261495], [-93.194532, 30.261664], [-93.194613, 30.261664], [-93.194613, 30.261495]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
265,30.26904649,-93.17737383,Wood,Multi-Unit Housing,1,15.0,78.9,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Light Trees,RES3A,"{""geometry"": {""coordinates"": [[[-93.177347, 30.269001], [-93.177315, 30.269049], [-93.1774, 30.269092], [-93.177433, 30.269044], [-93.177347, 30.269001]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.70
266,30.25999986,-93.17768758,Wood,Single Family Housing,2,25.9,688.6,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.177552, 30.260109], [-93.177726, 30.26011], [-93.177727, 30.260019], [-93.177869, 30.26002], [-93.17787, 30.259918], [-93.177553, 30.259917], [-93.177552, 30.260109]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
267,30.2614395,-93.1856285,Wood,Single Family Housing,1,16.53,130.2,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.185689, 30.261477], [-93.185689, 30.261402], [-93.185568, 30.261402], [-93.185568, 30.261477], [-93.185689, 30.261477]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
268,30.263178,-93.185078,Wood,Single Family Housing,1,17.77,204.9,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.185155, 30.263121], [-93.185053, 30.263121], [-93.185053, 30.26317], [-93.184973, 30.26317], [-93.184973, 30.263221], [-93.185155, 30.263221], [-93.185155, 30.263121]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
