BldgID,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,Footprint,Wind_Config
99,30.206715,-93.222614,Wood,Single Family Housing,1,15.2,250.6,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.222519, 30.206761], [-93.222709, 30.206761], [-93.222709, 30.206669], [-93.222519, 30.206669], [-93.222519, 30.206761]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
100,30.2075415,-93.2232455,Wood,Single Family Housing,1,15.76,262.9,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.223149, 30.207494], [-93.223149, 30.207589], [-93.223342, 30.207589], [-93.223342, 30.207494], [-93.223149, 30.207494]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
101,30.20892,-93.220595,Wood,Single Family Housing,1,15.0,120.9,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.220638, 30.208969], [-93.220638, 30.208871], [-93.220552, 30.208871], [-93.220552, 30.208969], [-93.220638, 30.208969]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.15
102,30.2094455,-93.224332,Wood,Single Family Housing,2,23.66,156.5,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.224281, 30.209392], [-93.224281, 30.209499], [-93.224383, 30.209499], [-93.224383, 30.209392], [-93.224281, 30.209392]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
103,30.2048585,-93.211228,Wood,Single Family Housing,1,15.97,175.4,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211184, 30.204789], [-93.211184, 30.204928], [-93.211272, 30.204928], [-93.211272, 30.204789], [-93.211184, 30.204789]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.15
104,30.20555106,-93.21274775,Wood,Single Family Housing,1,17.12,247.0,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212668, 30.205604], [-93.212825, 30.205608], [-93.212827, 30.205498], [-93.212671, 30.205494], [-93.212668, 30.205604]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
105,30.205787,-93.214835,Wood,Single Family Housing,1,15.27,113.6,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.21489, 30.205751], [-93.21478, 30.205751], [-93.21478, 30.205823], [-93.21489, 30.205823], [-93.21489, 30.205751]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
106,30.206563,-93.210905,Wood,Single Family Housing,1,18.02,157.8,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.210862, 30.206499], [-93.210862, 30.206627], [-93.210948, 30.206627], [-93.210948, 30.206499], [-93.210862, 30.206499]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
107,30.2068935,-93.213446,Wood,Single Family Housing,1,18.05,155.0,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.213493, 30.206836], [-93.213399, 30.206836], [-93.213399, 30.206951], [-93.213493, 30.206951], [-93.213493, 30.206836]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
108,30.207369,-93.214756,Wood,Single Family Housing,1,12.64,406.3,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.214917, 30.207413], [-93.214917, 30.207325], [-93.214595, 30.207325], [-93.214595, 30.207413], [-93.214917, 30.207413]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
109,30.20776398,-93.21235702,Wood,Single Family Housing,2,31.69,200.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212307, 30.20783], [-93.212425, 30.20783], [-93.212425, 30.207774], [-93.212391, 30.207774], [-93.212391, 30.207686], [-93.212307, 30.207686], [-93.212307, 30.20783]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.35
110,30.2098905,-93.2087295,Wood,Single Family Housing,1,17.61,103.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.208762, 30.209946], [-93.208762, 30.209835], [-93.208697, 30.209835], [-93.208697, 30.209946], [-93.208762, 30.209946]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
111,30.211604,-93.2105895,Wood,Single Family Housing,1,13.4,131.6,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.210637, 30.211554], [-93.210549, 30.21155], [-93.210542, 30.211654], [-93.21063, 30.211658], [-93.210637, 30.211554]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.15
112,30.19388693,-93.24492736,Wood,Single Family Housing,2,31.39,373.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.244853, 30.193789], [-93.244853, 30.19394], [-93.24491, 30.19394], [-93.24491, 30.194007], [-93.24499, 30.194007], [-93.24499, 30.193789], [-93.244853, 30.193789]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.wkd.0.35
113,30.19454135,-93.24122205,Wood,Multi-Unit Housing,1,15.7,526.2,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.241144, 30.194654], [-93.241321, 30.194653], [-93.24132, 30.194578], [-93.241291, 30.194578], [-93.241289, 30.194419], [-93.241142, 30.19442], [-93.241144, 30.194654]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.35
114,30.195659,-93.2367265,Wood,Multi-Unit Housing,1,15.0,304.7,Gable,,Truss,,1,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.236646, 30.195725], [-93.236807, 30.195725], [-93.236807, 30.195593], [-93.236646, 30.195593], [-93.236646, 30.195725]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.1.8d.tnail.1.35
115,30.2001895,-93.239044,Wood,Single Family Housing,1,14.34,148.4,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Trees,RES1,"{""geometry"": {""coordinates"": [[[-93.238969, 30.200224], [-93.239119, 30.200224], [-93.239119, 30.200155], [-93.238969, 30.200155], [-93.238969, 30.200224]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.70
116,30.18510077,-93.24662329,Wood,Multi-Unit Housing,1,0.0,581.5,Gable,,Truss,,0,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.246756, 30.185139], [-93.246799, 30.185034], [-93.246699, 30.185003], [-93.246672, 30.18507], [-93.246496, 30.185017], [-93.246448, 30.185135], [-93.246683, 30.185207], [-93.246716, 30.185126], [-93.246756, 30.185139]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.0.35
117,30.18547005,-93.24200149,Wood,Single Family Housing,2,31.81,651.9,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.242013, 30.185324], [-93.241814, 30.185328], [-93.241816, 30.185404], [-93.241914, 30.185403], [-93.241916, 30.185495], [-93.242001, 30.185494], [-93.242005, 30.18563], [-93.242153, 30.185627], [-93.242149, 30.185467], [-93.242086, 30.185469], [-93.242087, 30.185503], [-93.242017, 30.185505], [-93.242013, 30.185324]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.hip.0.8d.tnail.no.1.35
118,30.18834787,-93.25045301,Wood,Single Family Housing,3,54.52,260.2,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.250376, 30.188338], [-93.250376, 30.188417], [-93.250515, 30.188417], [-93.250515, 30.188267], [-93.250414, 30.188267], [-93.250414, 30.188338], [-93.250376, 30.188338]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
119,30.18541228,-93.23865111,Wood,Single Family Housing,1,12.57,664.7,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.238779, 30.185518], [-93.23877, 30.185316], [-93.2386, 30.185322], [-93.238601, 30.18534], [-93.238475, 30.185344], [-93.238479, 30.185437], [-93.238601, 30.185433], [-93.238605, 30.185523], [-93.238779, 30.185518]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
120,30.19104008,-93.23517376,Wood,Single Family Housing,1,13.15,804.5,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.235058, 30.19116], [-93.2353, 30.191152], [-93.235289, 30.19092], [-93.235048, 30.190928], [-93.235058, 30.19116]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
121,30.19121757,-93.23201109,Wood,Single Family Housing,1,15.78,446.4,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.231958, 30.191153], [-93.231959, 30.191137], [-93.231901, 30.191136], [-93.231898, 30.191284], [-93.232126, 30.191288], [-93.232129, 30.191155], [-93.231958, 30.191153]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
122,30.1915586,-93.23310447,Wood,Single Family Housing,1,11.87,397.6,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.233173, 30.191511], [-93.23313, 30.191511], [-93.23313, 30.191423], [-93.233046, 30.191423], [-93.233048, 30.191673], [-93.233174, 30.191672], [-93.233173, 30.191511]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
123,30.193497,-93.2274205,Wood,Single Family Housing,1,13.1,304.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.227529, 30.193546], [-93.227529, 30.193448], [-93.227312, 30.193448], [-93.227312, 30.193546], [-93.227529, 30.193546]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
124,30.193432,-93.216404,Wood,Multi-Unit Housing,1,15.0,202.3,Gable,,Truss,,0,8d,Toe-nail,,,,0.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.216341, 30.193376], [-93.216341, 30.193488], [-93.216467, 30.193488], [-93.216467, 30.193376], [-93.216341, 30.193376]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.0.35
125,30.193551,-93.2121735,Wood,Single Family Housing,1,14.61,274.4,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212101, 30.193485], [-93.212101, 30.193617], [-93.212246, 30.193617], [-93.212246, 30.193485], [-93.212101, 30.193485]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
126,30.19439278,-93.21385671,Wood,Single Family Housing,1,18.97,285.9,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.21393, 30.194329], [-93.213761, 30.194329], [-93.213761, 30.194424], [-93.213876, 30.194424], [-93.213876, 30.194496], [-93.21393, 30.194496], [-93.21393, 30.194329]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
127,30.1949785,-93.214889,Wood,Multi-Unit Housing,1,15.0,119.0,Gable,,Truss,,0,8d,Toe-nail,,,,1.0,,,,,Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.214839, 30.19502], [-93.214939, 30.19502], [-93.214939, 30.194937], [-93.214839, 30.194937], [-93.214839, 30.19502]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.gab.null.null.0.8d.tnail.1.35
128,30.19526484,-93.2090436,Wood,Multi-Unit Housing,1,15.0,1663.2,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,0.0,,,,,Light Suburban,RES3A,"{""geometry"": {""coordinates"": [[[-93.20912, 30.19509], [-93.209118, 30.194956], [-93.208946, 30.194958], [-93.208955, 30.195593], [-93.209124, 30.195591], [-93.209119, 30.19521], [-93.209187, 30.195209], [-93.209185, 30.195089], [-93.20912, 30.19509]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.MUH.1.flt.bur.por.null.8d.tnail.0.15
129,30.19883475,-93.2155383,Wood,Single Family Housing,1,12.91,431.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.215674, 30.19878], [-93.215404, 30.198778], [-93.215403, 30.19889], [-93.215673, 30.198891], [-93.215674, 30.19878]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.15
130,30.201052,-93.2172265,Wood,Single Family Housing,1,16.52,344.8,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.217143, 30.20098], [-93.217143, 30.201124], [-93.21731, 30.201124], [-93.21731, 30.20098], [-93.217143, 30.20098]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
131,30.186108,-93.2248655,Wood,Single Family Housing,1,14.85,330.1,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.224916, 30.186222], [-93.224916, 30.185994], [-93.224815, 30.185994], [-93.224815, 30.186222], [-93.224916, 30.186222]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
132,30.18750038,-93.2265623,Wood,Single Family Housing,1,13.19,471.5,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.22649, 30.187388], [-93.226488, 30.187612], [-93.226635, 30.187613], [-93.226636, 30.187388], [-93.22649, 30.187388]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
133,30.1893659,-93.22268412,Wood,Single Family Housing,1,18.5,359.2,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.222675, 30.189389], [-93.222678, 30.189466], [-93.222746, 30.189465], [-93.222744, 30.189405], [-93.22279, 30.189404], [-93.222787, 30.189304], [-93.222557, 30.189309], [-93.222559, 30.189391], [-93.222675, 30.189389]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
134,30.1894952,-93.21982482,Wood,Single Family Housing,1,17.86,536.5,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.219822, 30.189539], [-93.219949, 30.189541], [-93.219952, 30.189409], [-93.219728, 30.189405], [-93.219724, 30.189619], [-93.21982, 30.18962], [-93.219822, 30.189539]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.35
135,30.190583,-93.22401,Wood,Single Family Housing,1,15.0,349.6,Hip,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.223943, 30.190492], [-93.223943, 30.190674], [-93.224077, 30.190674], [-93.224077, 30.190492], [-93.223943, 30.190492]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.wkd.0.15
136,30.1905865,-93.225037,Wood,Single Family Housing,1,17.66,424.9,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.224975, 30.190467], [-93.224975, 30.190706], [-93.225099, 30.190706], [-93.225099, 30.190467], [-93.224975, 30.190467]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.15
137,30.191115,-93.2261395,Wood,Single Family Housing,1,14.03,295.5,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.22622, 30.191179], [-93.22622, 30.191051], [-93.226059, 30.191051], [-93.226059, 30.191179], [-93.22622, 30.191179]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
138,30.19148025,-93.22753473,Wood,Single Family Housing,1,18.3,276.3,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.227628, 30.191517], [-93.227628, 30.191422], [-93.227457, 30.191422], [-93.227457, 30.191559], [-93.227529, 30.191559], [-93.227529, 30.191517], [-93.227628, 30.191517]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
139,30.1915145,-93.2270985,Wood,Single Family Housing,2,29.93,238.7,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.227009, 30.191561], [-93.227188, 30.191561], [-93.227188, 30.191468], [-93.227009, 30.191468], [-93.227009, 30.191561]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
140,30.18576293,-93.20896572,Wood,Single Family Housing,1,15.69,192.4,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.208901, 30.185764], [-93.208933, 30.185764], [-93.208933, 30.185837], [-93.209016, 30.185837], [-93.209016, 30.1857], [-93.208901, 30.1857], [-93.208901, 30.185764]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
141,30.186255,-93.2080415,Wood,Single Family Housing,1,13.38,247.9,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.207976, 30.186189], [-93.207976, 30.186321], [-93.208107, 30.186321], [-93.208107, 30.186189], [-93.207976, 30.186189]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
142,30.1864475,-93.2124965,Wood,Single Family Housing,1,11.83,170.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.212423, 30.186488], [-93.21257, 30.186488], [-93.21257, 30.186407], [-93.212423, 30.186407], [-93.212423, 30.186488]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.35
143,30.18824623,-93.21546977,Wood,Single Family Housing,1,16.96,280.9,Hip,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.215446, 30.188322], [-93.215548, 30.188322], [-93.215548, 30.188188], [-93.215368, 30.188188], [-93.215368, 30.188264], [-93.215446, 30.188264], [-93.215446, 30.188322]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.0.35
144,30.189971,-93.211889,Wood,Single Family Housing,2,23.69,136.3,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211835, 30.189927], [-93.211835, 30.190015], [-93.211943, 30.190015], [-93.211943, 30.189927], [-93.211835, 30.189927]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
145,30.1913485,-93.213514,Wood,Single Family Housing,1,14.06,151.7,Hip,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.213471, 30.191287], [-93.213471, 30.19141], [-93.213557, 30.19141], [-93.213557, 30.191287], [-93.213471, 30.191287]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.hip.0.8d.tnail.no.1.35
146,30.1917805,-93.2110415,Wood,Single Family Housing,1,19.8,105.7,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211087, 30.19174], [-93.210996, 30.19174], [-93.210996, 30.191821], [-93.211087, 30.191821], [-93.211087, 30.19174]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.1.15
147,30.1920305,-93.211272,Wood,Single Family Housing,1,15.0,168.8,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Light Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.211218, 30.192085], [-93.211326, 30.192085], [-93.211326, 30.191976], [-93.211218, 30.191976], [-93.211218, 30.192085]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.15
148,30.2139365,-93.2027705,Wood,Single Family Housing,2,30.13,163.1,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202821, 30.213881], [-93.202714, 30.213886], [-93.20272, 30.213992], [-93.202827, 30.213987], [-93.202821, 30.213881]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.wkd.0.35
149,30.2139455,-93.202983,Wood,Single Family Housing,2,32.96,171.9,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.202928, 30.214], [-93.203038, 30.214], [-93.203038, 30.213891], [-93.202928, 30.213891], [-93.202928, 30.214]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.35
150,30.21948845,-93.20473071,Wood,Single Family Housing,2,32.37,399.2,Gable,,Truss,,0,8d,Toe-nail,,,No,1.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.204739, 30.219523], [-93.204738, 30.219581], [-93.204796, 30.219582], [-93.204797, 30.219543], [-93.204849, 30.219544], [-93.20485, 30.219433], [-93.204594, 30.21943], [-93.204593, 30.219522], [-93.204739, 30.219523]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.1.35
151,30.219703,-93.2067805,Wood,Single Family Housing,3,34.4,323.6,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.206672, 30.219755], [-93.206889, 30.219755], [-93.206889, 30.219651], [-93.206672, 30.219651], [-93.206672, 30.219755]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.2.gab.0.8d.tnail.no.0.35
152,30.2199785,-93.199599,Wood,Single Family Housing,1,13.6,226.0,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.199639, 30.220077], [-93.199639, 30.21988], [-93.199559, 30.21988], [-93.199559, 30.220077], [-93.199639, 30.220077]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
153,30.220043,-93.2065685,Wood,Single Family Housing,1,16.31,84.6,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.206602, 30.220087], [-93.206602, 30.219999], [-93.206535, 30.219999], [-93.206535, 30.220087], [-93.206602, 30.220087]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
154,30.2127625,-93.192011,Wood,Single Family Housing,1,15.0,178.3,Gable,,Truss,,0,8d,Toe-nail,,,Weak,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.191955, 30.212818], [-93.192067, 30.212818], [-93.192067, 30.212707], [-93.191955, 30.212707], [-93.191955, 30.212818]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.wkd.0.35
155,30.21321555,-93.19286425,Wood,Single Family Housing,1,16.69,168.4,Gable,,Truss,,0,8d,Toe-nail,,,No,0.0,,,,,Suburban,RES1,"{""geometry"": {""coordinates"": [[[-93.192931, 30.213171], [-93.192795, 30.213174], [-93.192797, 30.21326], [-93.192934, 30.213257], [-93.192931, 30.213171]]], ""type"": ""Polygon""}, ""properties"": {}, ""type"": ""Feature""}",W.SF.1.gab.0.8d.tnail.no.0.35
