GP_file,Longitude,Latitude
site0.csv,-122.223,37.7488
site1.csv,-122.223,37.754
site2.csv,-122.223,37.7591
site3.csv,-122.223,37.7642
site4.csv,-122.223,37.7694
site5.csv,-122.223,37.7745
site6.csv,-122.223,37.7796
site7.csv,-122.223,37.7848
site8.csv,-122.223,37.7899
site9.csv,-122.223,37.795
site10.csv,-122.223,37.8001
site11.csv,-122.234,37.7488
site12.csv,-122.234,37.754
site13.csv,-122.234,37.7591
site14.csv,-122.234,37.7642
site15.csv,-122.234,37.7694
site16.csv,-122.234,37.7745
site17.csv,-122.234,37.7796
site18.csv,-122.234,37.7848
site19.csv,-122.234,37.7899
site20.csv,-122.234,37.795
site21.csv,-122.234,37.8001
site22.csv,-122.245,37.7488
site23.csv,-122.245,37.754
site24.csv,-122.245,37.7591
site25.csv,-122.245,37.7642
site26.csv,-122.245,37.7694
site27.csv,-122.245,37.7745
site28.csv,-122.245,37.7796
site29.csv,-122.245,37.7848
site30.csv,-122.245,37.7899
site31.csv,-122.245,37.795
site32.csv,-122.245,37.8001
site33.csv,-122.256,37.7488
site34.csv,-122.256,37.754
site35.csv,-122.256,37.7591
site36.csv,-122.256,37.7642
site37.csv,-122.256,37.7694
site38.csv,-122.256,37.7745
site39.csv,-122.256,37.7796
site40.csv,-122.256,37.7848
site41.csv,-122.256,37.7899
site42.csv,-122.256,37.795
site43.csv,-122.256,37.8001
site44.csv,-122.267,37.7488
site45.csv,-122.267,37.754
site46.csv,-122.267,37.7591
site47.csv,-122.267,37.7642
site48.csv,-122.267,37.7694
site49.csv,-122.267,37.7745
site50.csv,-122.267,37.7796
site51.csv,-122.267,37.7848
site52.csv,-122.267,37.7899
site53.csv,-122.267,37.795
site54.csv,-122.267,37.8001
site55.csv,-122.278,37.7488
site56.csv,-122.278,37.754
site57.csv,-122.278,37.7591
site58.csv,-122.278,37.7642
site59.csv,-122.278,37.7694
site60.csv,-122.278,37.7745
site61.csv,-122.278,37.7796
site62.csv,-122.278,37.7848
site63.csv,-122.278,37.7899
site64.csv,-122.278,37.795
site65.csv,-122.278,37.8001
site66.csv,-122.289,37.7488
site67.csv,-122.289,37.754
site68.csv,-122.289,37.7591
site69.csv,-122.289,37.7642
site70.csv,-122.289,37.7694
site71.csv,-122.289,37.7745
site72.csv,-122.289,37.7796
site73.csv,-122.289,37.7848
site74.csv,-122.289,37.7899
site75.csv,-122.289,37.795
site76.csv,-122.289,37.8001
site77.csv,-122.301,37.7488
site78.csv,-122.301,37.754
site79.csv,-122.301,37.7591
site80.csv,-122.301,37.7642
site81.csv,-122.301,37.7694
site82.csv,-122.301,37.7745
site83.csv,-122.301,37.7796
site84.csv,-122.301,37.7848
site85.csv,-122.301,37.7899
site86.csv,-122.301,37.795
site87.csv,-122.301,37.8001
site88.csv,-122.312,37.7488
site89.csv,-122.312,37.754
site90.csv,-122.312,37.7591
site91.csv,-122.312,37.7642
site92.csv,-122.312,37.7694
site93.csv,-122.312,37.7745
site94.csv,-122.312,37.7796
site95.csv,-122.312,37.7848
site96.csv,-122.312,37.7899
site97.csv,-122.312,37.795
site98.csv,-122.312,37.8001
site99.csv,-122.323,37.7488
site100.csv,-122.323,37.754
site101.csv,-122.323,37.7591
site102.csv,-122.323,37.7642
site103.csv,-122.323,37.7694
site104.csv,-122.323,37.7745
site105.csv,-122.323,37.7796
site106.csv,-122.323,37.7848
site107.csv,-122.323,37.7899
site108.csv,-122.323,37.795
site109.csv,-122.323,37.8001
site110.csv,-122.334,37.7488
site111.csv,-122.334,37.754
site112.csv,-122.334,37.7591
site113.csv,-122.334,37.7642
site114.csv,-122.334,37.7694
site115.csv,-122.334,37.7745
site116.csv,-122.334,37.7796
site117.csv,-122.334,37.7848
site118.csv,-122.334,37.7899
site119.csv,-122.334,37.795
site120.csv,-122.334,37.8001
