TH_file,factor
RSN2202,17.254545454545454
RSN18499,56.60909090909091
RSN6255,13.218181818181817
RSN8703,65.69090909090909
RSN8114,55.6
RSN284,2.118181818181818
RSN12856,73.76363636363635
RSN2624,19.272727272727273
RSN6837,37.43636363636364
RSN9621,31.381818181818183
RSN1904,65.69090909090909
RSN3435,14.227272727272727
RSN3072,18.263636363636365
RSN3714,8.172727272727272
RSN3129,29.363636363636363
RSN9395,65.69090909090909
RSN8224,46.518181818181816
RSN624,7.163636363636363
RSN11065,28.354545454545455
RSN9130,15.236363636363635
