TH_file,factor
RSN108,13.218181818181817
RSN6784,31.381818181818183
RSN6863,16.245454545454546
RSN680,3.1272727272727274
RSN1763,4.136363636363636
RSN1518,2.118181818181818
RSN10488,58.627272727272725
RSN516,2.118181818181818
RSN6837,45.50909090909091
RSN6255,9.181818181818182
RSN6154,16.245454545454546
RSN3595,11.2
RSN4440,6.154545454545454
RSN2303,58.627272727272725
RSN1904,83.85454545454544
RSN9084,61.654545454545456
RSN241,5.145454545454545
RSN2002,16.245454545454546
RSN18499,60.64545454545454
RSN6526,21.290909090909093
