TH_file,factor
RSN3017,10.19090909090909
RSN12062,34.40909090909091
RSN5648,6.154545454545454
RSN11761,44.5
RSN5834,6.154545454545454
RSN5314,28.354545454545455
RSN14443,31.381818181818183
RSN2962,9.181818181818182
RSN3967,7.163636363636363
RSN2369,6.154545454545454
RSN8386,96.97272727272727
RSN3305,9.181818181818182
RSN10887,54.590909090909086
RSN3008,9.181818181818182
RSN5195,11.2
RSN5586,13.218181818181817
RSN197,9.181818181818182
RSN2993,6.154545454545454
RSN5349,19.272727272727273
RSN6702,54.590909090909086
