TH_file,factor
RSN961,5.145454545454545
RSN46,27.345454545454544
RSN6154,14.227272727272727
RSN6623,24.31818181818182
RSN6501,37.43636363636364
RSN5080,17.254545454545454
RSN4439,21.290909090909093
RSN238,4.136363636363636
RSN6837,27.345454545454544
RSN5306,56.60909090909091
RSN6154,12.209090909090909
RSN1300,3.1272727272727274
RSN4410,15.236363636363635
RSN4108,1.1090909090909091
RSN1404,17.254545454545454
RSN4413,53.58181818181818
RSN1709,7.163636363636363
RSN11159,96.97272727272727
RSN3179,5.145454545454545
RSN6376,8.172727272727272
