TH_file,factor
RSN4472,4.136363636363636
RSN4520,29.363636363636363
RSN4472,7.163636363636363
RSN5639,23.30909090909091
RSN4457,1.1090909090909091
RSN6502,28.354545454545455
RSN12058,30.37272727272727
RSN1284,6.154545454545454
RSN1993,21.290909090909093
RSN6255,14.227272727272727
RSN9648,61.654545454545456
RSN3305,12.209090909090909
RSN8890,13.218181818181817
RSN2935,8.172727272727272
RSN2127,39.45454545454545
RSN8501,12.209090909090909
RSN11664,39.45454545454545
RSN1404,14.227272727272727
RSN238,6.154545454545454
RSN4118,2.118181818181818
