TH_file,factor
RSN6856,18.263636363636365
RSN11257,84.86363636363636
RSN1,2.118181818181818
RSN5570,23.30909090909091
RSN5306,83.85454545454544
RSN3318,5.145454545454545
RSN13011,91.92727272727272
RSN2983,6.154545454545454
RSN5648,7.163636363636363
RSN9130,13.218181818181817
RSN157,14.227272727272727
RSN2309,47.527272727272724
RSN727,1.1090909090909091
RSN11279,71.74545454545454
RSN4513,5.145454545454545
RSN11065,18.263636363636365
RSN8179,55.6
RSN2003,5.145454545454545
RSN2956,9.181818181818182
RSN6255,20.28181818181818
