TH_file,factor
RSN8768,16.245454545454546
RSN10897,36.42727272727273
RSN2426,12.209090909090909
RSN6210,6.154545454545454
RSN804,4.136363636363636
RSN2778,17.254545454545454
RSN9839,43.49090909090909
RSN553,4.136363636363636
RSN5834,7.163636363636363
RSN8845,78.8090909090909
RSN5791,3.1272727272727274
RSN8092,27.345454545454544
RSN1950,18.263636363636365
RSN9041,44.5
RSN9622,59.63636363636363
RSN6210,7.163636363636363
RSN1927,5.145454545454545
RSN5773,2.118181818181818
RSN624,10.19090909090909
RSN6214,13.218181818181817
