TH_file,factor
RSN8781,51.56363636363636
RSN934,9.181818181818182
RSN4182,9.181818181818182
RSN11764,43.49090909090909
RSN1404,8.172727272727272
RSN8812,100.0
RSN14056,97.98181818181817
RSN4195,20.28181818181818
RSN2624,11.2
RSN5584,10.19090909090909
RSN9571,5.145454545454545
RSN3305,8.172727272727272
RSN819,15.236363636363635
RSN2303,82.84545454545453
RSN523,8.172727272727272
RSN8815,11.2
RSN9151,35.418181818181814
RSN15992,61.654545454545456
RSN5639,26.336363636363636
RSN3882,12.209090909090909
