id,Latitude,Longitude,BuildingType,StructureType,NumberOfStories,Height,PlanArea,RoofShape,RoofQuality,RoofSystem,RoofCover,SecondaryWaterResistance,RoofDeckAttachment,RoofToWallConnection,NumberOfUnits,JoistSpacing,Garage,Shutters,WindowArea,TieDowns,MasonryReinforcing,WindDebrisClass,LandCover,OccupancyClass,DesignLevel,FoundationType,NoUnits,FloodZone,FirstFloorHt1,SplitLevel,City,YearBuiltNJDEP,YearBuiltMODIV,Footprint
1555,39.355245,-74.46022633,Wood,Single Family Housing,2,29.22292946,575.4539248,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,-2.64,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.460162,39.355255],[-74.460200,39.355300],[-74.460293,39.355254],[-74.460255,39.355208],[-74.460162,39.355255]]]},""properties"":{}}"
1556,39.35903864,-74.46381147,Wood,Single Family Housing,1,28.43243286,1307.578407,Hip,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,3.1,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.463849,39.358981],[-74.463711,39.359031],[-74.463754,39.359104],[-74.463892,39.359054],[-74.463849,39.358981]]]},""properties"":{}}"
1557,39.36710968,-74.4353366,Wood,Single Family Housing,2,41.20643359,1195.870197,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,-2.13,FALSE,Atlantic City,1964,1964,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.435464,39.367129],[-74.435420,39.367057],[-74.435268,39.367114],[-74.435312,39.367186],[-74.435464,39.367129]]]},""properties"":{}}"
1558,39.35903797,-74.46438897,Wood,Single Family Housing,2,31.26629461,1935.672314,Hip,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,-1.32,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.464450,39.358967],[-74.464270,39.359029],[-74.464317,39.359110],[-74.464497,39.359048],[-74.464450,39.358967]]]},""properties"":{}}"
1559,39.36738816,-74.43503681,Wood,Single Family Housing,1,24.86145161,1484.626537,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,8.4,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.435123,39.367427],[-74.435079,39.367329],[-74.434973,39.367357],[-74.435018,39.367455],[-74.435123,39.367427]]]},""properties"":{}}"
1560,39.34478076,-74.46302204,Concrete,Engineered Residential Building,6,114.4425357,33275.888,Flat,,Truss,Built-Up Roof,,,,,,,1,0.2,,,A,Open,RES3F,E,3507,1,AE,1.44,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462678,39.344595],[-74.463048,39.345105],[-74.463062,39.345112],[-74.463106,39.345172],[-74.463149,39.345194],[-74.463179,39.345236],[-74.463220,39.345260],[-74.463276,39.345337],[-74.463510,39.345235],[-74.462977,39.344501],[-74.462898,39.344536],[-74.462823,39.344433],[-74.462707,39.344484],[-74.462702,39.344481],[-74.462682,39.344504],[-74.462623,39.344395],[-74.462587,39.344376],[-74.462533,39.344400],[-74.462652,39.344564],[-74.462712,39.344538],[-74.462729,39.344518],[-74.462745,39.344511],[-74.462730,39.344490],[-74.462757,39.344479],[-74.462765,39.344491],[-74.462843,39.344531],[-74.462718,39.344585],[-74.462696,39.344573],[-74.462678,39.344595]]]},""properties"":{}}"
1561,39.36777434,-74.4771223,Concrete,Engineered Commercial Building,3,39.84730271,291844.4597,Hip,,Truss,Built-Up Roof,,,,,,,1,0.2,,,A,Trees,EDU1,E,3507,1,X,1.65,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.478904,39.367848],[-74.478505,39.366852],[-74.478001,39.367131],[-74.478094,39.367364],[-74.477863,39.367363],[-74.477488,39.366959],[-74.477128,39.367045],[-74.477352,39.367286],[-74.476931,39.367387],[-74.476781,39.367502],[-74.476649,39.367534],[-74.476539,39.367260],[-74.476318,39.367382],[-74.476314,39.367791],[-74.476435,39.367860],[-74.476300,39.368001],[-74.476073,39.367758],[-74.475879,39.367866],[-74.475978,39.368113],[-74.476618,39.368244],[-74.476558,39.368277],[-74.477207,39.368281],[-74.477209,39.368147],[-74.476904,39.367973],[-74.477240,39.367892],[-74.477560,39.367715],[-74.477929,39.368112],[-74.478409,39.367845],[-74.478904,39.367848]]]},""properties"":{}}"
1562,39.368287,-74.4395205,Wood,Single Family Housing,2,33.08730736,954.7618184,Hip,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,0.13,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.439611,39.368281],[-74.439518,39.368281],[-74.439518,39.368329],[-74.439611,39.368329],[-74.439611,39.368281]]]},""properties"":{}}"
1563,39.36755645,-74.42716049,Wood,Single Family Housing,4,73.11356729,2070.749263,Hip,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,6.26,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427106,39.367545],[-74.427155,39.367637],[-74.427307,39.367590],[-74.427259,39.367497],[-74.427106,39.367545]]]},""properties"":{}}"
1564,39.36762298,-74.42830955,Wood,Single Family Housing,2,30.80232138,2168.451788,Hip,,Truss,,1,8s,Strap,,,No,1,,,,,Open,RES1,NE,3505,2,AE,2.54,FALSE,Atlantic City,2006,2006,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.428456,39.367655],[-74.428408,39.367563],[-74.428217,39.367623],[-74.428266,39.367716],[-74.428456,39.367655]]]},""properties"":{}}"
1565,39.35261132,-74.46133195,Wood,Single Family Housing,2,34.42989407,907.8006698,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,2,AE,4.09,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461289,39.352547],[-74.461206,39.352584],[-74.461274,39.352674],[-74.461357,39.352637],[-74.461289,39.352547]]]},""properties"":{}}"
1566,39.35261776,-74.46127231,Wood,Single Family Housing,2,36.07418949,670.4854463,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,2,AE,1.66,TRUE,Atlantic City,1928,1928,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461289,39.352547],[-74.461206,39.352584],[-74.461274,39.352674],[-74.461357,39.352637],[-74.461289,39.352547]]]},""properties"":{}}"
1567,39.35278491,-74.46132185,Wood,Single Family Housing,2,49.6394663,613.5330756,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,2,AE,5.46,TRUE,Atlantic City,1927,1927,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461268,39.352717],[-74.461190,39.352602],[-74.461098,39.352639],[-74.461176,39.352755],[-74.461268,39.352717]]]},""properties"":{}}"
1568,39.35274443,-74.46426897,Wood,Single Family Housing,1,24.18698963,1251.513396,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,5.34,FALSE,Atlantic City,1955,1955,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.464280,39.352688],[-74.464190,39.352727],[-74.464257,39.352821],[-74.464348,39.352782],[-74.464280,39.352688]]]},""properties"":{}}"
1569,39.35265168,-74.46118301,Wood,Single Family Housing,2,34.17572547,1416.39623,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,2,AE,3.58,TRUE,Atlantic City,1927,1927,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461268,39.352717],[-74.461190,39.352602],[-74.461098,39.352639],[-74.461176,39.352755],[-74.461268,39.352717]]]},""properties"":{}}"
1570,39.35683761,-74.45202686,Wood,Multi-Unit Housing,2,31.85764002,2033.212515,Gable,,Truss,,1,8d,Toe-nail,,,,0,,,,,Open,RES3A,NE,3507,2,AE,-0.36,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.451909,39.356834],[-74.451963,39.356913],[-74.452103,39.356855],[-74.452049,39.356776],[-74.451909,39.356834]]]},""properties"":{}}"
1571,39.35677957,-74.45080115,Wood,Multi-Unit Housing,2,39.98118746,2393.22035,Gable,,Truss,,0,8d,Toe-nail,,,,0,,,,,Open,RES3A,NE,3507,3,AE,-0.39,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.450770,39.356690],[-74.450679,39.356720],[-74.450759,39.356865],[-74.450850,39.356836],[-74.450770,39.356690]]]},""properties"":{}}"
1572,39.37100721,-74.42480169,Wood,Single Family Housing,2,41.36867464,989.2228366,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,0.92,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.424750,39.370954],[-74.424831,39.371081],[-74.424891,39.371059],[-74.424810,39.370932],[-74.424750,39.370954]]]},""properties"":{}}"
1573,39.36740801,-74.42757966,Wood,Single Family Housing,6,121.7923687,3066.134073,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,3.66,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427469,39.367427],[-74.427529,39.367521],[-74.427788,39.367422],[-74.427728,39.367328],[-74.427469,39.367427]]]},""properties"":{}}"
1574,39.3707915,-74.428316,Masonry,Engineered Residential Building,1,23.45540058,1191.327239,Hip,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,-0.87,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.428245,39.370783],[-74.428289,39.370863],[-74.428419,39.370820],[-74.428375,39.370740],[-74.428245,39.370783]]]},""properties"":{}}"
1575,39.371001,-74.42897166,Masonry,Engineered Residential Building,2,26.21392565,2434.136116,Flat,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3C,E,3505,1,AE,-0.06,FALSE,Atlantic City,1920,1920,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.429140,39.371019],[-74.429087,39.370932],[-74.428849,39.371018],[-74.428902,39.371105],[-74.429140,39.371019]]]},""properties"":{}}"
1576,39.3708535,-74.42813877,Masonry,Engineered Residential Building,1,17.92089651,1070.15106,Hip,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3C,E,3505,1,AE,-0.71,FALSE,Atlantic City,1961,1961,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.428200,39.370803],[-74.428060,39.370861],[-74.428107,39.370928],[-74.428247,39.370870],[-74.428200,39.370803]]]},""properties"":{}}"
1577,39.34978045,-74.45170997,Concrete,Engineered Commercial Building,5,72.83199387,12059.11545,Flat,,Truss,Built-Up Roof,,,,,,,0,0.2,,,A,Open,RES4,E,3507,1,AE,2.21,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.451604,39.349451],[-74.451433,39.349509],[-74.451760,39.350087],[-74.451931,39.350030],[-74.451604,39.349451]]]},""properties"":{}}"
1578,39.35867332,-74.46469114,Wood,Single Family Housing,1,23.82734099,1659.916763,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,-0.26,FALSE,Atlantic City,1900,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.464589,39.358641],[-74.464659,39.358750],[-74.464777,39.358705],[-74.464708,39.358596],[-74.464589,39.358641]]]},""properties"":{}}"
1579,39.36744623,-74.44102069,Wood,Multi-Unit Housing,2,44.79510187,1124.82181,Hip,,Truss,,0,8d,Toe-nail,,,,0,,,,,Open,RES3B,E,3505,2,AE,6.04,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.440932,39.367457],[-74.440971,39.367520],[-74.441162,39.367450],[-74.441123,39.367386],[-74.440932,39.367457]]]},""properties"":{}}"
1580,39.35838083,-74.46509002,Wood,Single Family Housing,1,25.84085961,1578.373664,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,6.19,FALSE,Atlantic City,1950,1950,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.465148,39.358441],[-74.465125,39.358409],[-74.465168,39.358390],[-74.465101,39.358295],[-74.465010,39.358334],[-74.465061,39.358405],[-74.465023,39.358422],[-74.465063,39.358477],[-74.465148,39.358441]]]},""properties"":{}}"
1581,39.35865847,-74.46245246,Wood,Single Family Housing,1,20.808593,1039.954205,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,5.32,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462538,39.358682],[-74.462501,39.358620],[-74.462396,39.358657],[-74.462432,39.358719],[-74.462538,39.358682]]]},""properties"":{}}"
1582,39.3674035,-74.4414255,Wood,Multi-Unit Housing,2,29.01686601,753.5842223,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,0,,,,,Open,RES3B,E,3505,2,AE,0.3,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.441530,39.367352],[-74.441397,39.367395],[-74.441427,39.367449],[-74.441560,39.367406],[-74.441530,39.367352]]]},""properties"":{}}"
1583,39.365595,-74.432983,Wood,Single Family Housing,1,21.07769138,1091.440642,Hip,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,3.33,FALSE,Atlantic City,1965,1965,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433094,39.365612],[-74.433045,39.365543],[-74.432920,39.365596],[-74.432969,39.365665],[-74.433094,39.365612]]]},""properties"":{}}"
1584,39.36572057,-74.43073456,Masonry,Engineered Residential Building,2,32.22207871,1527.751523,Gable,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3D,E,3505,1,AE,3.36,FALSE,Atlantic City,2002,2002,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.430793,39.365666],[-74.430690,39.365709],[-74.430746,39.365789],[-74.430849,39.365746],[-74.430793,39.365666]]]},""properties"":{}}"
1585,39.3656065,-74.4333705,Wood,Single Family Housing,1,15.72747482,1216.851424,Gable,,Truss,,0,8d,Toe-nail,,,No,0,,,,,Open,RES1,NE,3505,1,AE,-1.77,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433424,39.365551],[-74.433317,39.365581],[-74.433364,39.365682],[-74.433471,39.365652],[-74.433424,39.365551]]]},""properties"":{}}"
1586,39.36581588,-74.43236919,Wood,Single Family Housing,1,13.37016847,1383.083656,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,1,AE,-0.16,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.432425,39.365752],[-74.432319,39.365791],[-74.432345,39.365834],[-74.432326,39.365840],[-74.432362,39.365898],[-74.432487,39.365852],[-74.432425,39.365752]]]},""properties"":{}}"
1587,39.35824675,-74.46091858,Concrete,Engineered Commercial Building,1,21.29017762,3785.874471,Gable,,Truss,Built-Up Roof,,,,,,,1,0.2,,,A,Open,COM1,E,3507,1,AE,2.77,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461047,39.358358],[-74.460854,39.358082],[-74.460748,39.358126],[-74.460940,39.358403],[-74.461047,39.358358]]]},""properties"":{}}"
1588,39.37119411,-74.45383404,Wood,Multi-Unit Housing,1,25.34612275,8349.984419,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,1,,,,,Open,RES3C,E,3505,1,AE,3.16,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.453993,39.370950],[-74.453843,39.370915],[-74.453636,39.371455],[-74.453786,39.371489],[-74.453993,39.370950]]]},""properties"":{}}"
1589,39.35796217,-74.46173795,Wood,Single Family Housing,2,32.02985727,1356.990717,Hip,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3505,2,AE,-1.39,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461941,39.357926],[-74.461915,39.357890],[-74.461812,39.357934],[-74.461785,39.357896],[-74.461656,39.357952],[-74.461709,39.358026],[-74.461941,39.357926]]]},""properties"":{}}"
1590,39.37144337,-74.45446588,Wood,Multi-Unit Housing,1,27.90669003,6866.792777,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,1,,,,,Open,RES3C,E,3505,1,AE,4.71,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.454455,39.371234],[-74.454298,39.371644],[-74.454449,39.371678],[-74.454605,39.371268],[-74.454455,39.371234]]]},""properties"":{}}"
1591,39.36518792,-74.4346612,Masonry,Engineered Residential Building,1,24.83327599,8135.475238,Flat,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,0.29,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.434919,39.365372],[-74.434619,39.364894],[-74.434478,39.364947],[-74.434537,39.365042],[-74.434579,39.365026],[-74.434774,39.365337],[-74.434609,39.365399],[-74.434655,39.365471],[-74.434919,39.365372]]]},""properties"":{}}"
1592,39.36552888,-74.43381297,Masonry,Engineered Residential Building,2,36.78299447,7986.279364,Hip,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,6.51,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433610,39.365302],[-74.433900,39.365774],[-74.434200,39.365664],[-74.434153,39.365587],[-74.433954,39.365661],[-74.433754,39.365336],[-74.433775,39.365328],[-74.433731,39.365257],[-74.433610,39.365302]]]},""properties"":{}}"
1593,39.36466468,-74.43595554,Wood,Single Family Housing,1,23.39763847,1252.132406,Gable,,Truss,,1,8s,Strap,,,No,1,,,,,Open,RES1,NE,3507,2,AE,1.46,FALSE,Atlantic City,2001,2001,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.436026,39.364615],[-74.435904,39.364656],[-74.435955,39.364745],[-74.436077,39.364704],[-74.436026,39.364615]]]},""properties"":{}}"
1594,39.36483935,-74.43170757,Masonry,Engineered Residential Building,2,38.87466373,682.8813673,Flat,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3D,E,3505,1,AE,-1.41,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.431820,39.364790],[-74.431795,39.364740],[-74.431687,39.364773],[-74.431712,39.364823],[-74.431820,39.364790]]]},""properties"":{}}"
1595,39.36544741,-74.43054679,Masonry,Engineered Residential Building,2,44.70027708,1403.367417,Gable,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3D,E,3505,1,AE,6.27,FALSE,Atlantic City,2002,2002,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.430621,39.365403],[-74.430516,39.365433],[-74.430553,39.365510],[-74.430658,39.365480],[-74.430621,39.365403]]]},""properties"":{}}"
1596,39.36474427,-74.43365101,Masonry,Engineered Residential Building,1,27.79999359,3979.348909,Hip,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3C,E,3505,1,AE,6.38,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433556,39.364606],[-74.433751,39.364940],[-74.433849,39.364906],[-74.433654,39.364572],[-74.433556,39.364606]]]},""properties"":{}}"
1597,39.36388081,-74.43345286,Masonry,Engineered Residential Building,1,22.8611041,6158.889835,Flat,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,6.39,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433489,39.363793],[-74.433601,39.363757],[-74.433563,39.363686],[-74.433341,39.363758],[-74.433563,39.364171],[-74.433673,39.364135],[-74.433489,39.363793]]]},""properties"":{}}"
1598,39.36395448,-74.43383137,Masonry,Engineered Residential Building,2,43.84383993,6581.051729,Flat,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,4.92,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.434060,39.364112],[-74.433822,39.363698],[-74.433716,39.363734],[-74.433911,39.364074],[-74.433761,39.364125],[-74.433804,39.364200],[-74.434060,39.364112]]]},""properties"":{}}"
1599,39.36422834,-74.43294287,Masonry,Engineered Residential Building,1,24.5422844,8908.977928,Flat,,Truss,Built-Up Roof,,Superior,,,,,0,0.2,,,C,Open,RES3C,E,3505,1,AE,1.83,FALSE,Atlantic City,1969,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.433350,39.364401],[-74.433305,39.364322],[-74.433091,39.364394],[-74.432885,39.364029],[-74.432958,39.364004],[-74.432922,39.363941],[-74.432747,39.364000],[-74.433035,39.364508],[-74.433350,39.364401]]]},""properties"":{}}"
1600,39.364461,-74.435727,Wood,Single Family Housing,2,38.34350358,1668.07208,Gable,,Truss,,0,8s,Strap,,,No,1,,,,,Open,RES1,NE,3507,2,AE,2.09,FALSE,Atlantic City,2006,2006,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.435694,39.364552],[-74.435876,39.364478],[-74.435825,39.364402],[-74.435642,39.364476],[-74.435694,39.364552]]]},""properties"":{}}"
1601,39.3654375,-74.4354785,Wood,Single Family Housing,2,31.31620627,1196.159514,Gable,,Truss,,0,8d,Toe-nail,,,No,1,,,,,Open,RES1,NE,3507,1,AE,2.23,FALSE,Atlantic City,1960,1960,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.435528,39.365376],[-74.435423,39.365415],[-74.435487,39.365520],[-74.435592,39.365481],[-74.435528,39.365376]]]},""properties"":{}}"
1602,39.36489649,-74.43173717,Masonry,Engineered Residential Building,2,33.79732265,1177.374851,Flat,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3D,E,3505,1,AE,2.81,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.431825,39.364804],[-74.431664,39.364857],[-74.431704,39.364929],[-74.431865,39.364876],[-74.431825,39.364804]]]},""properties"":{}}"
1603,39.3656084,-74.43065542,Masonry,Engineered Residential Building,2,39.20489074,1359.252648,Gable,,Truss,Built-Up Roof,,Superior,,,,,1,0.2,,,C,Open,RES3D,E,3505,1,AE,0.98,FALSE,Atlantic City,2002,2002,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.430780,39.365636],[-74.430723,39.365562],[-74.430622,39.365609],[-74.430679,39.365682],[-74.430780,39.365636]]]},""properties"":{}}"
1604,39.35934791,-74.44558582,Wood,Multi-Unit Housing,2,38.13988426,561.4729987,Flat,Poor,Truss,Built-Up Roof,,8d,Toe-nail,,,,0,,,,,Open,RES3A,NE,3505,2,AE,7.15,TRUE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.445652,39.359276],[-74.445469,39.359329],[-74.445502,39.359398],[-74.445686,39.359345],[-74.445652,39.359276]]]},""properties"":{}}"
1605,39.35938907,-74.44561584,Wood,Multi-Unit Housing,2,39.95363766,570.7951543,Gable,,Truss,,0,8d,Toe-nail,,,,1,,,,,Open,RES3A,NE,3505,2,AE,3.83,TRUE,Atlantic City,2007,2007,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.445516,39.359402],[-74.445550,39.359478],[-74.445750,39.359423],[-74.445716,39.359347],[-74.445516,39.359402]]]},""properties"":{}}"
1606,39.35601036,-74.44957112,Wood,Multi-Unit Housing,2,49.52069074,1734.958915,Hip,,Truss,,0,8d,Toe-nail,,,,0,,,,,Open,RES3A,NE,3505,2,AE,8.99,FALSE,Atlantic City,1900,1900,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.449659,39.356017],[-74.449619,39.355956],[-74.449439,39.356027],[-74.449480,39.356088],[-74.449659,39.356017]]]},""properties"":{}}"
1607,39.36451478,-74.43737675,Wood,Single Family Housing,2,26.5031012,1794.985914,Gable,,Truss,,1,8d,Strap,,,No,1,,,,,Open,RES1,NE,3507,2,AE,0.87,FALSE,Atlantic City,2000,2000,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.437497,39.364449],[-74.437294,39.364517],[-74.437339,39.364597],[-74.437542,39.364529],[-74.437497,39.364449]]]},""properties"":{}}"
1608,39.35600482,-74.44994747,Wood,Multi-Unit Housing,2,38.87537932,719.2578316,Gable,,Truss,,0,8d,Toe-nail,,,,1,,,,,Open,RES3A,NE,3505,3,AE,0.05,FALSE,Atlantic City,1950,1950,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.449952,39.355962],[-74.449885,39.355987],[-74.449935,39.356069],[-74.450002,39.356044],[-74.449952,39.355962]]]},""properties"":{}}"
1609,39.3595047,-74.44569517,Wood,Multi-Unit Housing,2,39.95639904,586.4984868,Gable,,Truss,,1,8d,Toe-nail,,,,0,,,,,Open,RES3A,NE,3505,1,AE,3.88,TRUE,Atlantic City,1900,0,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.445570,39.359496],[-74.445610,39.359565],[-74.445768,39.359509],[-74.445727,39.359440],[-74.445570,39.359496]]]},""properties"":{}}"
