,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberOfStories,NoUnits,PlanArea0,PlanArea,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,Footprint
3864,NJBF000069219,151 S NEW YORK AVE,Atlantic City,NJ,39.35921247,-74.42751283,COM1,3003,100,NaN,ME,1969,0,3401,3,1,1785.794934,1785.794934,3507,YES,49.93,56.85,1,2.51,6106,114.678268,124.268829,134.072188,140.343563,I,Above,Flat,0,NaN,Wood,53.39234505,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427328,39.358999],[-74.427600,39.359464],[-74.427776,39.359402],[-74.427726,39.359316],[-74.427697,39.359326],[-74.427638,39.359227],[-74.427655,39.359221],[-74.427492,39.358942],[-74.427328,39.358999]]]},""properties"":{}}"
3865,NJBF000069274,PUBLIC BEACH,Atlantic City,NJ,39.35948045,-74.41747068,COM8,3003,,NaN,ME,1969,0,3401,2,1,1007.245187,1007.245187,3502,NO,29.71,41.65,5,7.29,6102,114.889454,124.449312,134.271399,140.492693,I,Above,Hip,0,NaN,Wood,35.68134728,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.417554,39.359509],[-74.417508,39.359425],[-74.417419,39.359454],[-74.417465,39.359538],[-74.417554,39.359509]]]},""properties"":{}}"
3866,NJBF000069197,127 ST JAMES PL,Atlantic City,NJ,39.35914294,-74.4267148,COM1,3003,100,NaN,ME,1969,0,3401,7,1,4630.495898,4630.495898,3507,YES,85.58,92.99,1,1.55,6106,114.696214,124.284104,134.088919,140.356728,I,Above,Flat,0,NaN,Wood,89.2875328,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.426553,39.359085],[-74.426685,39.359307],[-74.426875,39.359240],[-74.426842,39.359186],[-74.426909,39.359162],[-74.426808,39.358994],[-74.426553,39.359085]]]},""properties"":{}}"
3867,NJBF000069155,133 ST JAMES PL,Atlantic City,NJ,39.35897712,-74.42661913,COM1,3003,100,NaN,ME,1969,0,3401,5,1,2618.558903,2618.558903,3507,YES,63.45,77.13,1,2.93,6106,114.700302,124.287603,134.092596,140.360492,I,Above,Flat,0,NaN,Wood,70.28912666,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.426714,39.358891],[-74.426510,39.358975],[-74.426569,39.359061],[-74.426773,39.358977],[-74.426714,39.358891]]]},""properties"":{}}"
3868,NJBF000070337,116 N MARYLAND AVE,Atlantic City,NJ,39.36674753,-74.42346972,RES1,3001,,27,NE,2001,2001,3102,2,2,1989.882622,1989.882622,3505,NO,31.31,42.49,3,2.32,6106,114.673974,124.263546,134.073762,140.301087,I,Above,Hip,0,5701,Wood,36.89942835,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.423366,39.366717],[-74.423422,39.366814],[-74.423596,39.366753],[-74.423564,39.366698],[-74.423559,39.366700],[-74.423535,39.366658],[-74.423366,39.366717]]]},""properties"":{}}"
3869,NJBF000069235,143 S OCEAN AVE,Atlantic City,NJ,39.35928676,-74.42540691,COM1,3001,,45,ME,1900,1900,3401,3,3,1174.693583,1174.693583,3507,YES,43.91,57.39,1,1.63,6106,114.722461,124.306441,134.113649,140.374723,I,Above,Flat,0,NaN,Wood,50.64578477,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.425513,39.359289],[-74.425433,39.359157],[-74.425279,39.359212],[-74.425321,39.359283],[-74.425319,39.359284],[-74.425356,39.359345],[-74.425513,39.359289]]]},""properties"":{}}"
3870,NJBF000069272,157 S CHALFONTE AVE,Atlantic City,NJ,39.359477,-74.4237925,COM1,3003,212,NaN,ME,1969,0,3401,3,1,2088.637538,2088.637538,3507,NO,45.99,56.25,1,2.64,6106,114.754662,124.333889,134.144073,140.396732,I,Above,Flat,0,NaN,Wood,51.12285193,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.423359,39.359891],[-74.423188,39.359635],[-74.422955,39.359446],[-74.423175,39.359358],[-74.423034,39.359147],[-74.422898,39.359201],[-74.422806,39.359063],[-74.422928,39.359014],[-74.422775,39.358787],[-74.422574,39.358867],[-74.422327,39.358497],[-74.422606,39.358385],[-74.422509,39.358239],[-74.422219,39.358355],[-74.421975,39.357991],[-74.421482,39.358354],[-74.421483,39.358295],[-74.421414,39.358346],[-74.421387,39.358535],[-74.421150,39.358630],[-74.421270,39.358810],[-74.421400,39.358715],[-74.421393,39.359068],[-74.422249,39.360349],[-74.422747,39.360150],[-74.422502,39.359784],[-74.422791,39.359788],[-74.422994,39.360091],[-74.423162,39.360093],[-74.423164,39.359985],[-74.423229,39.359986],[-74.423359,39.359891]]]},""properties"":{}}"
3871,NJBF000068302,202 N MONTPELIER AVE,Atlantic City,NJ,39.35627626,-74.4521963,RES3A,3001,,45,NE,1900,1900,3301,3,2,1520.642392,1520.642392,3507,YES,45.25,51.65,1,1.75,6106,114.180647,123.85179,133.613654,140.001639,I,Above,Flat,0,5701,Wood,48.45012368,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.452255,39.356313],[-74.452218,39.356234],[-74.452083,39.356272],[-74.452119,39.356351],[-74.452255,39.356313]]]},""properties"":{}}"
3872,NJBF000069088,2526 FAIRMOUNT AVE,Atlantic City,NJ,39.35872904,-74.44472866,RES3B,3001,560,NaN,ME,1969,0,3301,1,1,2008.907482,2008.907482,3505,NO,14.98,24.67,3,3.91,6106,114.31288,123.960845,133.734389,140.083426,I,Above,Flat,0,NaN,Wood,19.82943212,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.444616,39.358679],[-74.444724,39.358860],[-74.444788,39.358837],[-74.444773,39.358811],[-74.444813,39.358797],[-74.444720,39.358642],[-74.444616,39.358679]]]},""properties"":{}}"
3873,NJBF000068316,119 N CHELSEA AVE,Atlantic City,NJ,39.35633718,-74.45017104,RES3A,3001,,45,NE,1925,1925,3301,2,3,1025.465166,1025.465166,3505,NO,43.75,56.32,3,5.65,6106,114.224008,123.88778,133.652807,140.03285,I,Above,Flat,0,5701,Wood,50.03763124,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.450240,39.356379],[-74.450187,39.356291],[-74.450095,39.356324],[-74.450148,39.356411],[-74.450240,39.356379]]]},""properties"":{}}"
3874,NJBF000068359,107 N MORRIS AVE,Atlantic City,NJ,39.35649187,-74.44902901,RES3A,3001,29,NaN,NE,1969,0,3301,2,1,899.5207433,899.5207433,3505,YES,43.5,52.88,3,4.8,6106,114.246947,123.906795,133.673615,140.048598,I,Above,Hip,0,5701,Wood,48.18705263,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.449077,39.356546],[-74.449031,39.356447],[-74.448960,39.356466],[-74.449006,39.356566],[-74.449077,39.356546]]]},""properties"":{}}"
3875,NJBF000069080,2314 ARCTIC AVE,Atlantic City,NJ,39.35869238,-74.44100914,COM1,3003,100,NaN,ME,1969,0,3401,2,1,1094.16986,1094.16986,3507,YES,32.53,38.04,1,0.32,6106,114.393931,124.028764,133.808508,140.142316,I,Above,Flat,0,NaN,Wood,35.28610348,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.440134,39.358548],[-74.440250,39.358739],[-74.440254,39.358737],[-74.440322,39.358849],[-74.440329,39.358847],[-74.440410,39.358981],[-74.440701,39.358876],[-74.440690,39.358859],[-74.441051,39.358728],[-74.440953,39.358567],[-74.440784,39.358628],[-74.440661,39.358426],[-74.440474,39.358493],[-74.440440,39.358437],[-74.440134,39.358548]]]},""properties"":{}}"
3876,NJBF000070285,119 N VIRGINIA AVE,Atlantic City,NJ,39.36656896,-74.42412169,RES1,3001,,27,NE,2000,2000,3102,2,2,522.0219158,522.0219158,3505,NO,31.33,43.3,3,2.12,6106,114.662173,124.253487,134.062496,140.293454,I,Above,Flat,0,5701,Wood,37.31309004,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.424074,39.366550],[-74.424110,39.366609],[-74.424185,39.366582],[-74.424149,39.366523],[-74.424074,39.366550]]]},""properties"":{}}"
3877,NJBF000069062,30 N MISSISSIPPI AVE,Atlantic City,NJ,39.3586309,-74.44030826,COM1,3003,,45,ME,1920,1920,3401,2,2,1019.204208,1019.204208,3507,YES,36.01,47.22,1,2.25,6106,114.409844,124.042145,133.823078,140.154143,I,Above,Flat,0,NaN,Wood,41.61958699,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.440134,39.358548],[-74.440250,39.358739],[-74.440254,39.358737],[-74.440322,39.358849],[-74.440329,39.358847],[-74.440410,39.358981],[-74.440701,39.358876],[-74.440690,39.358859],[-74.441051,39.358728],[-74.440953,39.358567],[-74.440784,39.358628],[-74.440661,39.358426],[-74.440474,39.358493],[-74.440440,39.358437],[-74.440134,39.358548]]]},""properties"":{}}"
3878,NJBF000070097,25 S CONGRESS AVE,Atlantic City,NJ,39.36580312,-74.41678504,RES3D,3004,29,NaN,E,1969,0,3303,4,1,2616.917578,2616.917578,3505,YES,52.27,60.89,3,3.37,6106,114.827617,124.395859,134.219042,140.417346,I,Above,Gable,0,NaN,Wood,56.5838628,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.416671,39.365783],[-74.416728,39.365872],[-74.416931,39.365794],[-74.416874,39.365705],[-74.416671,39.365783]]]},""properties"":{}}"
3879,NJBF000071334,,Atlantic City,NJ,39.37026149,-74.44054377,RES3A,3001,,NaN,NE,1969,0,3301,1,1,3157.395259,3157.395259,3505,NO,17.87,29.68,3,5.4,6106,114.266119,123.914684,133.692945,139.980676,I,Above,Gable,0,5701,Wood,23.77802119,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.440678,39.370165],[-74.440415,39.370258],[-74.440481,39.370370],[-74.440744,39.370278],[-74.440678,39.370165]]]},""properties"":{}}"
3880,NJBF000072187,515 N NEW JERSEY AVE,Atlantic City,NJ,39.37283043,-74.42386503,RES1,3001,,16,NE,1950,1950,3102,1,1,879.4509468,879.4509468,3505,NO,18.65,28.7,3,2.24,6106,114.594307,124.192747,134.000994,140.209714,I,Above,Gable,0,5701,Wood,23.67112906,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.423912,39.372782],[-74.423799,39.372823],[-74.423838,39.372888],[-74.423951,39.372847],[-74.423912,39.372782]]]},""properties"":{}}"
3881,NJBF000072211,727 SEWELL AVE,Atlantic City,NJ,39.372931,-74.4250485,RES1,3001,,NaN,NE,1969,0,3102,1,1,770.9310808,770.9310808,3505,NO,16.04,27.79,3,5.09,6106,114.567877,124.169977,133.975927,140.189588,I,Above,Hip,0,5701,Wood,21.91547464,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.424939,39.372930],[-74.424854,39.372960],[-74.424930,39.373090],[-74.425015,39.373061],[-74.424939,39.372930]]]},""properties"":{}}"
3882,NJBF000069472,1401 PACIFIC AVE,Atlantic City,NJ,39.360695,-74.4277445,COM1,3003,,NaN,ME,1969,0,3401,3,1,4500.424151,4500.424151,3507,NO,36.79,45.91,1,2.74,6106,114.655209,124.248976,134.051851,140.31938,I,Above,Hip,0,NaN,Wood,41.3502638,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427268,39.360629],[-74.427408,39.360931],[-74.427525,39.360899],[-74.427550,39.360953],[-74.427689,39.360914],[-74.427646,39.360821],[-74.427760,39.360790],[-74.427773,39.360816],[-74.427914,39.360777],[-74.427809,39.360551],[-74.427637,39.360599],[-74.427685,39.360703],[-74.427595,39.360728],[-74.427539,39.360606],[-74.427556,39.360602],[-74.427535,39.360555],[-74.427268,39.360629]]]},""properties"":{}}"
3883,NJBF000069482,1401 PACIFIC AVE,Atlantic City,NJ,39.36076558,-74.42745902,COM1,3003,,NaN,ME,1969,0,3401,3,1,10560.96277,10560.96277,3507,NO,49.57,60.56,1,0.97,6106,114.660476,124.253445,134.056838,140.322788,I,Above,Hip,0,NaN,Wood,55.0652214,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.427268,39.360629],[-74.427408,39.360931],[-74.427525,39.360899],[-74.427550,39.360953],[-74.427689,39.360914],[-74.427646,39.360821],[-74.427760,39.360790],[-74.427773,39.360816],[-74.427914,39.360777],[-74.427809,39.360551],[-74.427637,39.360599],[-74.427685,39.360703],[-74.427595,39.360728],[-74.427539,39.360606],[-74.427556,39.360602],[-74.427535,39.360555],[-74.427268,39.360629]]]},""properties"":{}}"
3884,NJBF000066513,4007 VENTNOR AVE,Atlantic City,NJ,39.34995207,-74.45857792,COM1,3004,100,NaN,ME,1969,0,3401,2,1,868.2955812,868.2955812,3507,YES,25.14,36.62,1,-0.65,6106,114.120574,123.804654,133.557346,139.995647,I,Above,Flat,0,NaN,Wood,30.87875527,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.458669,39.350043],[-74.458520,39.349857],[-74.458413,39.349909],[-74.458503,39.350021],[-74.458507,39.350019],[-74.458565,39.350093],[-74.458669,39.350043]]]},""properties"":{}}"
3885,NJBF000065638,17 N PLAZA PL,Atlantic City,NJ,39.34767775,-74.46573907,RES3A,3001,,17,NE,1916,1916,3301,2,1,1851.219252,1851.219252,3505,YES,28.04,39.04,3,0.26,6106,113.992747,123.700444,133.443141,139.916246,I,Above,Gable,0,5701,Wood,33.5414147,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.465836,39.347689],[-74.465772,39.347598],[-74.465644,39.347653],[-74.465634,39.347638],[-74.465536,39.347680],[-74.465585,39.347748],[-74.465640,39.347725],[-74.465660,39.347754],[-74.465721,39.347728],[-74.465726,39.347736],[-74.465836,39.347689]]]},""properties"":{}}"
3886,NJBF000065594,18 S DELANCY PL,Atlantic City,NJ,39.34755665,-74.46178798,RES3A,3001,,18,NE,1900,1900,3301,2,1,1775.689594,1775.689594,3505,NO,27.85,34.77,3,-1.1,6106,114.080958,123.772807,133.520938,139.981232,I,Above,Hip,0,5701,Wood,31.30772095,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461878,39.347549],[-74.461824,39.347479],[-74.461659,39.347555],[-74.461713,39.347625],[-74.461878,39.347549]]]},""properties"":{}}"
3887,NJBF000065654,4405 VENTNOR AVE,Atlantic City,NJ,39.34772082,-74.46311295,RES3A,3001,,45,NE,1900,1900,3301,2,2,2253.150637,2253.150637,3505,NO,38.3,46.67,3,2.57,6106,114.049807,123.747191,133.49348,139.95767,I,Above,Hip,0,5701,Wood,42.48340307,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.463183,39.347743],[-74.463092,39.347615],[-74.462990,39.347659],[-74.463082,39.347786],[-74.463183,39.347743]]]},""properties"":{}}"
3888,NJBF000065680,2 S DELANCY PL,Atlantic City,NJ,39.34779727,-74.46196801,RES3A,3001,,17,NE,1925,1925,3301,2,1,3271.126245,3271.126245,3505,NO,29.83,44.74,3,1.52,6106,114.073926,123.766963,133.514845,139.974713,I,Above,Hip,0,5701,Wood,37.28519806,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.462005,39.347726],[-74.461973,39.347737],[-74.461944,39.347690],[-74.461829,39.347731],[-74.461880,39.347814],[-74.462027,39.347762],[-74.462005,39.347726]]]},""properties"":{}}"
3889,NJBF000066525,7 S ELBERON AVE,Atlantic City,NJ,39.34998617,-74.45721333,COM1,3004,,45,ME,1900,1900,3401,2,2,827.7171587,827.7171587,3507,YES,23.59,38.4,1,0.45,6106,114.149992,123.82889,133.583569,140.016687,I,Above,Hip,0,NaN,Wood,30.99173974,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.457091,39.349999],[-74.457151,39.350076],[-74.457320,39.349997],[-74.457260,39.349920],[-74.457091,39.349999]]]},""properties"":{}}"
3890,NJBF000069333,,Atlantic City,NJ,39.35972851,-74.43101716,COM1,3003,,NaN,ME,1969,0,3401,1,1,912.6113854,912.6113854,3507,NO,17,31.85,1,2.74,6106,114.596745,124.199521,133.996541,140.28253,I,Above,Flat,0,NaN,Wood,24.42737076,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.431107,39.359660],[-74.430906,39.359745],[-74.430942,39.359796],[-74.431143,39.359711],[-74.431107,39.359660]]]},""properties"":{}}"
3891,NJBF000065632,4407 VENTNOR AVE,Atlantic City,NJ,39.3476614,-74.46322815,RES3A,3001,,17,NE,1900,1900,3301,2,1,1950.210908,1950.210908,3505,NO,29.56,37.16,3,-0.28,6106,114.048058,123.745774,133.491904,139.956759,I,Above,Hip,0,5701,Wood,33.35589186,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.463114,39.347600],[-74.463199,39.347723],[-74.463285,39.347687],[-74.463200,39.347565],[-74.463114,39.347600]]]},""properties"":{}}"
3892,NJBF000065664,3 N KINGSTON AVE,Atlantic City,NJ,39.34775899,-74.46344626,RES3A,3001,,45,NE,1900,1900,3301,2,2,1465.461748,1465.461748,3505,NO,21.67,32.86,3,0.53,6106,114.042016,123.740789,133.486618,139.951774,I,Above,Hip,0,5701,Wood,27.26562158,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.463292,39.347770],[-74.463344,39.347840],[-74.463538,39.347752],[-74.463486,39.347683],[-74.463292,39.347770]]]},""properties"":{}}"
3893,NJBF000065684,19 N PLAZA PL,Atlantic City,NJ,39.34780512,-74.4658429,RES3A,3001,,17,NE,1920,1920,3301,2,1,1969.605529,1969.605529,3505,NO,30.34,37.14,3,7.42,6106,113.988828,123.697193,133.439748,139.912592,I,Above,Hip,0,5701,Wood,33.73824179,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.465941,39.347809],[-74.465875,39.347717],[-74.465703,39.347791],[-74.465769,39.347883],[-74.465941,39.347809]]]},""properties"":{}}"
3894,NJBF000065743,7 S DELANCY PL,Atlantic City,NJ,39.34796888,-74.46153308,RES3A,3001,,45,NE,1920,1920,3301,3,2,1496.26333,1496.26333,3505,YES,49.96,62.07,3,-0.16,6106,114.081245,123.772923,133.521415,139.978987,I,Above,Hip,0,5701,Wood,56.0131994,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.461452,39.347960],[-74.461410,39.347982],[-74.461452,39.348030],[-74.461639,39.347934],[-74.461570,39.347853],[-74.461425,39.347928],[-74.461452,39.347960]]]},""properties"":{}}"
3895,NJBF000067971,2700 ATLANTIC AVE,Atlantic City,NJ,39.35521203,-74.44443818,RES4,3003,,NaN,E,1969,0,3404,6,1,6336.512414,6336.512414,3507,NO,102.87,110.78,1,1.08,6106,114.362536,124.003646,133.777946,140.139311,I,Above,Hip,0,NaN,Wood,106.8259712,0,0,,,,2,2,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.444537,39.355298],[-74.444358,39.355023],[-74.444185,39.355091],[-74.444363,39.355366],[-74.444537,39.355298]]]},""properties"":{}}"
3896,NJBF000067968,,Atlantic City,NJ,39.35519605,-74.44354996,RES3A,3004,,NaN,NE,1969,0,3301,2,1,1580.082741,1580.082741,3505,NO,22.35,30.26,3,0.62,6106,114.381993,124.019912,133.795664,140.153345,I,Above,Hip,0,5701,Wood,26.30671579,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443675,39.355119],[-74.443480,39.355167],[-74.443497,39.355207],[-74.443528,39.355199],[-74.443548,39.355246],[-74.443711,39.355205],[-74.443675,39.355119]]]},""properties"":{}}"
3897,NJBF000067957,2609 MONTEREY AVE,Atlantic City,NJ,39.35517218,-74.44328239,RES3A,3004,,45,NE,1900,1900,3301,3,2,1468.723188,1468.723188,3505,YES,55.73,69.54,3,0.43,6106,114.388101,124.025026,133.801219,140.157852,I,Above,Gable,0,5701,Wood,62.63806625,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443067,39.355159],[-74.443109,39.355237],[-74.443033,39.355262],[-74.442998,39.355197],[-74.442895,39.355230],[-74.442885,39.355212],[-74.442799,39.355240],[-74.442847,39.355328],[-74.442863,39.355323],[-74.442911,39.355411],[-74.443175,39.355324],[-74.443149,39.355277],[-74.443244,39.355245],[-74.443246,39.355249],[-74.443324,39.355224],[-74.443258,39.355104],[-74.443322,39.355083],[-74.443308,39.355058],[-74.443139,39.355113],[-74.443150,39.355132],[-74.443067,39.355159]]]},""properties"":{}}"
3898,NJBF000068011,21 S SPRAY AVE,Atlantic City,NJ,39.35533236,-74.44331716,RES3A,3004,,45,NE,1915,1915,3301,3,2,702.3345458,702.3345458,3505,YES,61.39,71.15,3,5.42,6106,114.385355,124.022684,133.798812,140.154994,I,Above,Gable,0,5701,Wood,66.26880236,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443555,39.355422],[-74.443499,39.355323],[-74.443285,39.355395],[-74.443341,39.355494],[-74.443555,39.355422]]]},""properties"":{}}"
3899,NJBF000067909,2714 ATLANTIC AVE,Atlantic City,NJ,39.354986,-74.4448505,RES4,3003,739,NaN,E,1969,0,3404,1,1,6578.341973,6578.341973,3507,NO,19.27,26.98,1,0.51,6106,114.356385,123.998577,133.772215,140.13617,I,Above,Flat,0,NaN,Wood,23.12545764,0,0,,,,2,2,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.444448,39.354908],[-74.444777,39.354796],[-74.444785,39.354811],[-74.444666,39.354851],[-74.444851,39.355179],[-74.444975,39.355137],[-74.444963,39.355116],[-74.445119,39.355063],[-74.444926,39.354724],[-74.445041,39.354685],[-74.444955,39.354533],[-74.445086,39.354489],[-74.444880,39.354126],[-74.444706,39.354185],[-74.444717,39.354204],[-74.444688,39.354213],[-74.444822,39.354450],[-74.444291,39.354630],[-74.444448,39.354908]]]},""properties"":{}}"
3900,NJBF000067466,8 N SOVEREIGN AVE,Atlantic City,NJ,39.35357768,-74.45136895,RES3B,3001,100,14,ME,1910,1910,3301,2,3,1633.678872,1633.678872,3504,NO,27.93,37.56,-4,0,6106,114.232218,123.895695,133.659059,140.054951,I,Above,Gable,0,NaN,Wood,32.74686512,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.451367,39.353587],[-74.451325,39.353531],[-74.451212,39.353581],[-74.451254,39.353637],[-74.451367,39.353587]]]},""properties"":{}}"
3901,NJBF000068028,2652 ATLANTIC AVE,Atlantic City,NJ,39.35539512,-74.44412392,RES3A,3004,649,NaN,NE,1969,0,3301,1,1,2812.09486,2812.09486,3505,NO,22.91,28.95,3,3.9,6106,114.367075,124.007383,133.782187,140.141539,I,Above,Flat,0,5701,Wood,25.93015569,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.444190,39.355298],[-74.444140,39.355316],[-74.444118,39.355281],[-74.444072,39.355297],[-74.444093,39.355333],[-74.444039,39.355353],[-74.444127,39.355499],[-74.444278,39.355445],[-74.444190,39.355298]]]},""properties"":{}}"
3902,NJBF000067980,7 S CALIFORNIA AVE,Atlantic City,NJ,39.35522687,-74.44394592,RES3A,3004,,45,NE,1921,1921,3301,2,2,1406.55052,1406.55052,3505,YES,25.97,35.97,3,3.35,6106,114.373021,124.012403,133.787506,140.146744,I,Above,Flat,0,5701,Wood,30.96871449,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443845,39.355234],[-74.443846,39.355234],[-74.443875,39.355286],[-74.444137,39.355199],[-74.444054,39.355049],[-74.443791,39.355137],[-74.443845,39.355234]]]},""properties"":{}}"
3903,NJBF000067933,17 S CALIFORNIA AVE,Atlantic City,NJ,39.35505965,-74.4438384,RES3A,3004,,45,NE,1940,1940,3301,4,3,1106.02091,1106.02091,3505,YES,67.49,76.87,3,6.23,6106,114.377438,124.016144,133.79143,140.150842,I,Above,Flat,0,5701,Wood,72.17815322,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443862,39.355093],[-74.443969,39.355049],[-74.443961,39.355036],[-74.444006,39.355018],[-74.443968,39.354962],[-74.443921,39.354981],[-74.443930,39.354996],[-74.443825,39.355039],[-74.443862,39.355093]]]},""properties"":{}}"
3904,NJBF000067862,2616 MONTEREY AVE,Atlantic City,NJ,39.35481454,-74.44333009,RES3A,3004,,17,NE,1900,1900,3301,2,1,1089.695135,1089.695135,3505,NO,42.25,56.09,3,4.76,6106,114.391499,124.027968,133.804094,140.162268,I,Above,Hip,0,5701,Wood,49.17097106,0,0,,,,1,1,,0.03,nav,1,"{""type"":""Feature"",""geometry"":{""type"":""Polygon"",""coordinates"":[[[-74.443530,39.354814],[-74.443471,39.354721],[-74.443428,39.354738],[-74.443412,39.354713],[-74.443352,39.354736],[-74.443360,39.354747],[-74.443192,39.354811],[-74.443260,39.354918],[-74.443530,39.354814]]]},""properties"":{}}"
