GP_file,Longitude,Latitude
10372.csv,-74.5007,39.3594
10373.csv,-74.5007,39.3605
10374.csv,-74.5007,39.3617
10375.csv,-74.5007,39.3628
10376.csv,-74.5007,39.3639
10377.csv,-74.5007,39.365
10378.csv,-74.5007,39.3662
10379.csv,-74.5007,39.3673
10380.csv,-74.5007,39.3684
10381.csv,-74.5007,39.3696
10382.csv,-74.5007,39.3707
10383.csv,-74.5007,39.3718
10384.csv,-74.5007,39.373
10385.csv,-74.5007,39.3741
10386.csv,-74.5007,39.3752
10387.csv,-74.5007,39.3764
10388.csv,-74.5007,39.3775
10389.csv,-74.5007,39.3786
10390.csv,-74.5007,39.3798
10391.csv,-74.5007,39.3809
10392.csv,-74.5007,39.382
10393.csv,-74.5007,39.3832
10394.csv,-74.5007,39.3843
10395.csv,-74.5007,39.3854
10396.csv,-74.5007,39.3866
10397.csv,-74.5007,39.3877
10398.csv,-74.5007,39.3888
10399.csv,-74.5007,39.39
10400.csv,-74.5007,39.3911
10401.csv,-74.4978,39.3356
10402.csv,-74.4978,39.3367
10403.csv,-74.4978,39.3379
10404.csv,-74.4978,39.339
10405.csv,-74.4978,39.3401
10406.csv,-74.4978,39.3413
10407.csv,-74.4978,39.3424
10408.csv,-74.4978,39.3435
10409.csv,-74.4978,39.3447
10410.csv,-74.4978,39.3458
10411.csv,-74.4978,39.3469
10412.csv,-74.4978,39.3481
10413.csv,-74.4978,39.3492
10414.csv,-74.4978,39.3503
10415.csv,-74.4978,39.3515
10416.csv,-74.4978,39.3526
10417.csv,-74.4978,39.3537
10418.csv,-74.4978,39.3549
10419.csv,-74.4978,39.356
10420.csv,-74.4978,39.3571
10421.csv,-74.4978,39.3583
10422.csv,-74.4978,39.3594
10423.csv,-74.4978,39.3605
10424.csv,-74.4978,39.3617
10425.csv,-74.4978,39.3628
10426.csv,-74.4978,39.3639
10427.csv,-74.4978,39.365
10428.csv,-74.4978,39.3662
10429.csv,-74.4978,39.3673
10430.csv,-74.4978,39.3684
10431.csv,-74.4978,39.3696
10432.csv,-74.4978,39.3707
10433.csv,-74.4978,39.3718
10434.csv,-74.4978,39.373
10435.csv,-74.4978,39.3741
10436.csv,-74.4978,39.3752
10437.csv,-74.4978,39.3764
10438.csv,-74.4978,39.3775
10439.csv,-74.4978,39.3786
10440.csv,-74.4978,39.3798
10441.csv,-74.4978,39.3809
10442.csv,-74.4978,39.382
10443.csv,-74.4978,39.3832
10444.csv,-74.4978,39.3843
10445.csv,-74.4978,39.3854
10446.csv,-74.4978,39.3866
10447.csv,-74.4978,39.3877
10448.csv,-74.4978,39.3888
10449.csv,-74.4978,39.39
